SA3_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
11302,31,93,139,132,127,162,142,72,14,914,28,125,177,139,182,197,132,47,12,1039,7,74,170,181,193,250,89,21,4,991,0,54,145,140,155,142,74,11,3,729,0,24,95,140,142,148,37,14,7,607,0,5,69,115,118,106,31,4,0,449,0,9,114,152,181,171,27,12,0,668,0,0,13,29,35,29,10,10,0,118,0,0,20,20,49,50,22,18,6,179,81,56,168,191,170,184,170,163,45,1231,822,659,1469,1689,1845,2223,1919,1150,398,12182
11303,340,859,1093,841,706,876,870,482,125,6179,230,1062,1626,1234,1122,1151,772,318,108,7630,142,808,1878,1516,1408,1335,688,233,43,8039,69,380,1355,1067,1009,950,395,111,19,5357,14,185,1139,999,934,800,308,117,53,4551,11,84,739,846,766,601,184,60,13,3308,7,43,831,1245,1299,824,260,59,19,4594,0,8,103,211,264,166,56,27,7,846,7,11,118,311,401,304,144,52,14,1367,542,619,1036,962,917,841,812,680,420,6821,6430,6641,12801,11477,11324,11928,10453,6117,2566,79734
11401,196,708,1064,876,991,1255,1443,819,240,7581,118,693,1343,1123,1272,1414,1026,474,143,7605,45,453,1412,1270,1382,1506,966,340,86,7459,13,286,1027,946,1015,994,564,171,34,5050,3,125,832,842,817,813,358,148,47,3997,0,48,615,680,723,599,230,54,16,2963,0,23,615,1070,1136,918,268,73,16,4119,0,4,63,170,181,166,79,26,3,692,8,6,83,278,390,384,178,67,9,1408,525,432,1088,1027,981,1008,1047,878,525,7519,5453,4747,11007,11112,12278,16036,17051,9819,3504,91019
11402,134,303,419,422,410,510,674,464,92,3434,59,352,610,459,566,634,561,337,86,3668,31,271,682,606,718,778,613,274,68,4037,7,123,517,465,559,533,387,165,40,2799,6,51,420,437,576,485,318,124,29,2455,0,23,269,358,423,366,185,91,10,1729,0,22,358,697,913,640,276,117,24,3042,0,0,55,193,211,182,85,43,10,774,0,0,69,339,552,461,255,110,23,1811,170,159,237,284,369,384,432,503,508,3046,2961,2144,4741,5335,6739,7240,7792,5175,1765,43894
11501,219,891,693,981,1026,1061,1170,683,194,6910,126,860,1065,1240,1278,1186,1098,505,124,7476,57,1023,1636,1742,1760,1536,1132,462,75,9419,23,748,1595,1696,1596,1365,765,258,49,8090,10,373,1636,1936,1691,1400,670,185,33,7928,3,139,1133,1781,1549,1225,462,115,21,6426,3,96,2062,4785,4179,2583,723,142,32,14603,0,24,364,1671,1445,750,223,25,5,4508,0,9,388,2665,2918,1686,391,88,21,8175,274,280,526,680,604,483,520,670,949,4996,10517,9121,13800,23147,21822,18612,15426,8512,3603,124552
11502,78,205,147,150,230,224,208,161,43,1456,53,222,203,203,274,308,199,127,34,1618,21,229,266,246,334,344,255,108,23,1821,3,136,268,216,327,321,179,63,16,1525,0,66,250,263,349,260,135,39,9,1372,0,28,187,212,291,250,113,31,8,1114,0,22,227,496,705,435,165,48,9,2115,0,0,42,140,209,152,57,12,7,625,0,5,53,310,569,389,136,38,8,1507,91,88,123,158,196,160,155,144,137,1246,2124,1701,2239,2925,4291,3894,3071,1945,729,22921
11503,97,191,222,171,222,275,185,84,20,1465,60,262,270,245,335,296,181,55,5,1694,34,197,398,302,414,389,209,62,4,2024,6,145,330,275,341,308,126,24,0,1562,5,57,301,289,355,283,101,17,7,1404,0,27,187,259,293,229,74,18,0,1085,0,28,228,395,537,414,78,13,3,1704,0,4,33,90,104,88,18,3,0,343,0,0,41,103,204,151,49,18,0,565,86,66,161,138,178,174,121,88,24,1034,1719,1514,2781,2830,3753,3650,2518,1193,307,20268
11504,166,394,395,483,418,294,239,112,19,2512,79,463,564,596,472,353,219,76,11,2830,41,459,869,851,692,463,222,42,6,3648,10,291,840,898,687,393,140,31,6,3284,6,130,879,930,744,434,99,21,0,3258,0,66,660,866,689,317,93,11,0,2710,0,56,1016,2242,1521,605,144,22,4,5607,0,3,153,650,447,156,41,3,0,1461,3,3,188,884,715,266,40,4,5,2100,114,128,296,343,267,198,160,118,95,1719,3917,3356,7062,10322,7894,4983,3267,1470,389,42659
11601,222,1184,1762,1436,1182,1038,736,353,77,7984,134,1309,2632,2128,1703,1415,606,153,65,10137,60,1111,3250,2819,2127,1670,591,119,18,11773,13,573,2535,2282,1658,1182,378,42,8,8678,11,238,1854,1993,1370,986,282,44,18,6793,8,105,1189,1511,1039,694,179,11,13,4739,4,80,1457,2847,1759,994,195,15,5,7347,0,8,209,560,316,142,53,10,0,1292,4,17,170,477,331,170,42,12,10,1229,526,765,1790,1403,1061,839,723,543,344,7994,7922,10042,22535,22493,16835,15037,11781,5792,2220,114649
11602,222,969,1247,1301,865,589,425,177,43,5839,127,1034,1865,2008,1301,846,376,96,22,7681,74,998,2822,2939,1804,1149,410,60,11,10274,26,630,2680,2798,1638,938,247,26,8,8993,6,318,2272,2891,1689,803,189,21,5,8201,11,104,1665,2528,1445,652,119,12,0,6536,0,90,2575,6081,3036,1200,185,12,0,13180,0,7,382,1597,746,253,26,3,0,3008,0,10,333,1561,897,282,58,18,3,3155,386,615,1588,1595,845,480,303,183,80,6074,8575,8428,21381,29706,17173,10885,7138,2801,727,106805
11603,233,977,1401,1184,969,859,466,223,37,6360,170,1030,1930,1679,1654,1278,376,100,19,8245,86,854,2233,2143,1885,1474,344,53,5,9077,27,433,1740,1571,1315,903,207,20,9,6213,12,173,1111,1252,1022,695,152,26,6,4449,4,71,691,877,670,423,86,3,0,2822,0,44,651,1299,887,535,83,3,0,3503,0,4,70,176,112,73,20,4,0,457,3,12,51,187,94,82,32,13,5,481,715,728,1600,1399,1087,811,637,476,367,7823,8010,8213,16308,16127,13940,12177,8326,3950,1395,88464
11701,63,505,945,495,404,355,256,137,43,3195,35,613,1352,654,556,483,221,79,25,4024,28,578,1874,896,705,551,200,52,14,4898,3,387,1531,788,591,405,152,21,6,3883,3,221,1414,780,571,349,97,28,7,3470,0,105,987,730,465,270,68,13,6,2648,3,70,1508,1534,965,493,101,20,5,4705,3,10,258,406,228,103,22,3,3,1039,0,15,232,591,480,156,29,7,8,1515,172,413,1031,583,356,326,289,227,153,3546,2608,5368,13753,9023,6713,5287,3857,2435,844,49894
11702,61,481,746,364,302,301,258,126,25,2662,33,371,1030,548,397,379,238,84,31,3111,14,371,1468,768,617,461,262,59,14,4031,5,296,1501,743,564,389,147,35,8,3682,6,134,1438,792,606,384,131,26,5,3510,4,51,1054,753,577,337,93,13,0,2874,0,40,1879,2015,1416,648,140,18,3,6166,0,5,325,602,451,183,36,10,0,1608,0,4,370,1164,985,383,71,4,3,2989,95,245,684,448,382,330,267,263,207,2938,2093,3594,12192,9449,7633,5489,3798,2296,958,47505
11703,192,2058,4332,1594,912,824,717,310,93,11037,128,2032,5464,2159,1135,1027,790,326,73,13132,62,2184,7452,2909,1511,1226,883,300,60,16578,25,1468,7225,2740,1468,1065,582,181,29,14777,15,880,6669,3040,1616,1125,520,166,37,14067,3,473,5405,2918,1473,977,461,137,37,11893,10,514,10821,8179,3925,2244,725,225,45,26688,9,116,2377,2720,1446,740,241,73,14,7737,10,134,3235,5972,4174,2367,829,228,49,16992,409,1854,5323,2914,1794,1427,1092,794,505,16110,5464,22192,69874,40690,23759,18517,12566,5990,2059,201122
11801,130,657,1099,595,540,567,651,429,141,4820,60,642,1640,795,703,701,688,451,156,5823,40,817,2503,1145,935,878,804,434,120,7676,8,595,2630,1055,850,771,614,337,81,6937,11,328,2745,1256,1022,822,645,286,84,7201,6,165,2344,1297,935,750,566,295,80,6440,9,190,5083,3448,2288,1506,927,449,133,14032,6,55,1270,1466,1040,683,361,188,68,5115,7,62,2292,5182,4950,2923,1467,636,203,17716,352,437,1840,1220,928,710,636,775,896,7785,5768,6578,25763,19641,16564,12806,10595,6941,3169,107824
11802,166,854,1289,734,735,783,750,481,146,5929,84,839,1833,1093,926,930,774,410,146,7029,38,904,2833,1524,1268,1253,857,341,110,9130,17,618,2884,1430,1160,1056,507,184,63,7916,6,303,2789,1641,1321,995,441,177,46,7720,9,147,2179,1482,1167,849,340,105,36,6315,6,126,3721,3920,2739,1639,504,154,39,12845,4,28,715,1318,1034,532,171,55,21,3880,4,41,904,3150,3170,1358,352,82,36,9094,374,702,1832,1387,1112,847,766,758,886,8665,6677,9497,24573,20345,17462,14078,10662,6904,3371,113575
11901,310,1209,1945,1800,1704,1613,904,456,169,10120,156,1261,2441,2094,2085,1774,754,307,112,10981,82,1248,3059,2542,2379,1961,715,181,38,12217,19,717,2487,1968,1723,1312,446,75,16,8768,13,315,2061,1738,1457,1137,332,57,14,7126,9,127,1288,1341,1099,781,187,23,7,4858,4,99,1658,2455,1860,1076,251,39,11,7452,0,10,263,556,424,218,33,12,3,1523,0,19,250,665,590,298,87,34,15,1957,962,1066,2307,2021,1625,1328,1117,877,849,12145,12385,12566,25748,24733,22470,21148,15133,8555,4204,146943
11902,177,1119,1971,1578,1468,1195,594,310,99,8520,84,1065,2546,1955,1824,1341,494,201,77,9577,45,931,2819,2113,1892,1395,433,108,40,9777,9,469,2033,1628,1233,909,269,65,27,6640,6,230,1490,1412,1107,706,188,64,14,5234,3,83,983,1007,903,549,98,27,16,3672,3,53,1223,1707,1424,752,148,24,7,5349,0,10,208,372,304,151,29,9,0,1084,0,3,189,571,517,234,64,20,7,1615,595,910,2248,1724,1343,1151,806,768,604,10146,7711,9654,22847,20265,17935,15525,10845,6904,3146,114838
11903,161,1207,1800,1161,1111,1157,834,444,150,8031,85,1232,2489,1513,1415,1323,675,340,110,9184,49,1007,2786,1885,1591,1480,737,267,60,9868,16,639,2004,1472,1284,1117,477,137,38,7187,8,262,1753,1402,1184,915,372,109,28,6035,0,104,1133,1193,1055,764,289,64,7,4611,4,81,1654,2447,2022,1338,357,86,18,8007,0,14,248,620,570,329,101,18,3,1909,0,11,303,956,1132,680,173,59,28,3340,326,581,1249,893,760,743,662,692,882,6777,6978,10086,20122,17504,16367,16396,12476,7320,3652,110895
11904,154,1275,2141,1399,1118,1087,777,423,155,8537,86,1231,3139,1831,1528,1371,703,313,104,10312,39,1084,3857,2414,1934,1513,664,189,62,11767,15,616,2975,1976,1507,1143,392,124,45,8790,10,290,2504,1941,1403,1022,326,87,38,7621,0,117,1713,1502,1157,814,251,49,19,5621,0,101,2639,3115,2181,1206,299,53,25,9622,0,8,413,782,563,289,76,36,5,2169,0,18,407,1080,964,491,117,49,24,3143,409,762,2098,1391,1043,847,753,874,890,9068,6598,10424,27756,21936,17552,15671,12090,7835,3801,123659
12001,91,479,702,496,493,562,591,335,115,3863,42,517,1101,670,631,646,582,274,71,4532,26,531,1674,1045,832,934,654,222,51,5970,4,419,1539,977,804,722,440,156,22,5089,11,215,1574,1103,924,709,352,128,23,5034,3,90,1128,1053,808,598,261,86,17,4045,3,74,2166,2631,1973,1277,443,124,24,8705,0,11,378,918,731,426,138,43,7,2652,0,19,602,1832,1994,1020,317,85,23,5893,160,290,760,630,448,385,400,382,490,3939,4056,4740,13918,13357,11596,10156,8028,4718,2206,72771
12002,54,277,362,251,231,272,370,181,25,2019,30,250,483,345,330,320,370,171,22,2336,16,268,774,509,491,486,444,134,33,3156,3,219,829,548,505,384,312,112,6,2922,0,115,870,630,576,460,266,76,12,3003,4,30,752,631,568,409,211,70,4,2686,0,39,1567,2002,1528,986,357,73,9,6570,0,6,371,829,683,322,132,35,10,2378,0,11,621,2484,2498,1137,306,59,7,7122,97,133,422,437,362,297,281,238,201,2466,2462,2555,8025,9681,8959,6508,5001,2373,827,46391
12003,151,1953,2736,1280,1073,1068,749,465,175,9657,86,1817,3750,1695,1377,1267,742,292,122,11149,38,1435,4491,2244,1701,1452,770,231,66,12437,15,846,3702,1952,1451,1133,484,137,37,9762,18,394,3101,2001,1392,1082,438,97,28,8555,3,172,2221,1717,1189,914,324,62,24,6638,8,132,3718,3919,2722,1819,479,97,38,12926,0,24,605,1019,815,504,131,35,15,3148,0,16,648,1806,1970,1087,297,55,28,5902,314,1040,2369,1320,872,767,685,745,848,8961,7006,15170,35218,23438,18782,16938,11976,7317,3968,139818
12101,114,537,739,663,544,615,679,359,177,4415,39,582,1109,951,738,761,703,396,137,5413,30,658,1822,1323,990,861,767,383,108,6939,11,483,1848,1271,909,747,508,262,78,6113,0,249,1830,1364,981,757,527,220,67,5998,0,111,1444,1328,899,684,399,161,60,5094,0,108,3017,4091,2541,1500,648,255,82,12233,9,17,655,1485,1055,557,230,67,30,4100,4,28,904,3912,4354,2206,662,201,57,12328,187,230,820,832,556,393,399,356,482,4259,6233,6054,16714,20266,16302,12293,9709,5474,2698,95751
12102,105,534,649,678,624,613,637,392,129,4360,57,542,939,844,824,738,517,307,93,4859,27,474,1281,1216,1168,872,515,240,57,5848,9,284,1109,1168,947,758,340,132,31,4783,4,135,980,1205,1022,718,281,86,30,4455,0,54,745,1111,966,646,200,45,13,3765,0,36,1237,3011,2311,1322,296,56,17,8294,0,12,188,874,688,357,74,19,10,2210,0,6,200,1219,1313,638,111,36,14,3533,134,163,345,443,388,250,311,284,378,2699,5173,4715,9608,14347,12630,9934,7551,4421,1864,70237
12103,128,629,479,616,680,686,812,665,268,4967,76,578,612,739,835,800,846,674,278,5435,23,644,1010,1017,1095,1098,916,631,260,6696,9,483,1076,1008,956,858,708,412,160,5674,3,211,1079,1154,1071,994,660,433,143,5748,0,88,802,1105,1033,838,486,309,91,4754,6,76,1480,3108,2770,2005,896,456,158,10960,3,21,331,1210,1318,826,333,125,51,4223,5,24,405,3268,5311,2974,830,341,158,13311,233,218,327,445,487,451,418,486,655,3716,9140,6980,9353,16477,18869,15276,11737,8166,4145,100149
12104,84,423,567,358,352,413,608,458,160,3424,28,473,832,565,439,526,668,451,137,4111,23,588,1543,844,647,663,783,462,129,5676,7,485,1848,867,670,654,639,325,95,5585,8,243,2012,1111,732,676,614,309,80,5784,3,129,1654,1040,723,661,452,265,70,4994,5,123,3727,3294,2104,1512,882,422,95,12157,3,21,842,1331,919,585,298,146,46,4195,3,24,1308,3577,3901,2591,1142,484,127,13143,161,214,761,669,548,505,456,485,312,4111,3736,4557,16661,15371,12805,11013,9397,6039,2136,81717
12201,56,232,274,167,187,245,267,183,71,1677,31,226,415,253,263,290,297,185,74,2035,4,257,638,317,327,366,323,211,57,2498,7,159,659,349,345,304,246,131,36,2238,3,75,634,404,341,359,196,121,32,2173,4,25,567,395,326,318,177,87,28,1935,3,38,1179,1211,878,689,312,134,36,4484,0,5,311,533,416,290,109,40,10,1720,0,11,487,1764,2229,1183,320,117,31,6137,78,101,318,277,246,214,152,146,129,1660,2401,2029,6026,6425,6487,5325,3560,2303,891,35449
12202,149,411,314,353,412,562,652,419,110,3379,64,426,409,430,509,638,596,364,89,3528,22,387,683,595,750,847,680,340,71,4372,8,229,582,525,699,731,490,194,59,3524,0,90,566,608,824,719,443,181,44,3465,6,29,373,561,712,599,304,131,38,2743,0,38,581,1176,1485,1096,474,176,45,5080,0,13,105,421,552,365,165,65,13,1700,3,11,144,942,1683,1153,450,176,38,4609,177,145,255,318,373,381,374,430,440,2888,4108,3182,4876,7057,9358,9157,7609,4831,1863,52040
12203,308,1165,1191,983,1119,1154,1123,858,290,8196,135,1147,1687,1286,1530,1418,1055,627,241,9118,63,1096,2531,1835,1944,1785,1108,564,157,11085,16,551,2190,1763,1805,1497,737,303,87,8954,3,260,1984,1941,1938,1394,580,229,90,8425,5,97,1506,1589,1647,1183,422,156,35,6643,4,85,2378,3931,3809,2117,630,178,51,13179,0,3,505,1418,1435,673,138,49,16,4244,7,10,582,3380,4447,1796,378,123,42,10766,301,319,848,843,845,655,640,680,913,6039,9749,8530,17982,22020,24156,17999,13055,9359,4481,127337
12301,207,627,636,602,542,437,403,193,31,3678,125,750,1027,878,841,649,331,98,31,4732,40,604,1422,1179,1141,880,344,53,22,5677,20,331,1410,1106,1023,619,211,43,6,4760,3,171,1156,1128,963,586,152,27,7,4193,5,68,773,944,914,454,102,21,4,3282,0,57,962,1869,1729,811,140,28,6,5605,0,4,133,368,373,173,30,0,4,1078,3,0,135,412,498,241,51,10,12,1359,180,197,415,409,326,245,249,213,197,2440,5175,4508,9849,10670,10054,7249,5112,2539,991,56141
12302,320,1346,2052,1900,1459,1444,1016,403,89,10036,207,1503,2900,2752,2249,1881,843,247,41,12620,100,1233,3700,3314,2528,2164,762,154,25,13977,18,638,2735,2716,1966,1550,523,79,18,10232,9,283,2109,2229,1650,1177,382,63,13,7914,7,115,1335,1610,1180,882,216,25,0,5375,5,99,1607,2565,1727,1204,245,26,5,7477,3,0,181,467,313,193,58,10,0,1227,0,8,157,469,352,255,93,29,13,1382,832,805,1861,1798,1288,1085,907,836,521,9930,11009,11393,25802,26836,20477,19675,14951,6762,1982,138878
12303,201,377,437,385,395,354,315,154,30,2647,102,441,551,517,518,436,274,93,19,2958,43,375,800,593,658,578,292,60,12,3407,6,214,685,545,609,432,173,27,7,2705,6,95,558,572,569,352,119,23,7,2299,0,50,388,499,451,268,90,9,0,1762,0,44,520,905,905,566,119,15,0,3086,0,8,85,150,179,118,22,5,0,564,0,3,66,189,274,186,81,10,5,810,217,138,307,342,336,259,303,259,204,2359,3117,2656,5551,5791,6162,5326,4402,2220,708,35926
12401,155,449,567,622,653,702,978,517,120,4759,67,467,691,721,802,826,807,338,76,4799,32,332,941,940,1020,1121,844,257,57,5543,9,199,772,864,886,826,532,140,28,4249,0,94,638,897,992,819,368,97,18,3927,3,38,481,798,976,733,230,36,14,3311,0,29,708,1730,1881,1409,356,78,5,6195,0,0,98,286,420,296,82,13,6,1211,0,3,102,403,664,448,134,40,13,1813,188,118,311,367,422,368,428,435,420,3044,4663,3425,7117,9569,10929,11161,10477,5237,1757,64330
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
12403,423,1458,1694,1393,1097,1056,912,448,85,8572,248,1691,2515,2053,1761,1355,792,255,53,10732,118,1488,3455,2847,2368,1895,743,171,20,13098,41,852,3027,2506,1964,1416,487,82,24,10388,23,432,2578,2415,1935,1275,374,74,26,9133,10,167,1731,1922,1575,931,216,28,8,6582,3,141,2144,3426,2744,1541,303,38,13,10334,3,22,267,652,513,264,57,23,3,1795,0,13,235,641,608,393,104,30,3,2033,542,695,1580,1355,1084,804,716,691,473,7934,9930,10883,24116,23596,19703,16246,12497,6092,2024,125085
12404,115,312,407,302,283,311,249,166,81,2229,85,383,641,382,422,402,224,88,38,2653,30,352,837,515,563,479,217,68,8,3056,13,201,672,437,425,382,124,26,11,2282,4,86,546,383,425,317,114,22,9,1900,7,33,391,367,380,277,59,15,5,1529,0,25,406,543,520,378,66,22,0,1964,0,0,47,70,102,57,23,9,0,310,0,0,31,99,134,95,20,22,3,406,182,296,735,629,438,323,264,285,239,3401,2309,2544,5959,4701,4773,4502,3401,2096,829,31115
12405,127,461,702,527,468,444,271,110,24,3129,91,588,1049,821,721,686,274,63,8,4304,36,437,1277,1091,927,835,281,29,6,4928,23,261,960,871,768,624,145,20,3,3670,7,113,742,650,607,443,97,10,3,2672,4,31,429,547,410,302,69,3,0,1801,0,29,481,709,572,427,81,4,0,2294,0,4,60,105,86,43,10,0,0,320,0,0,41,84,69,58,31,13,4,304,317,335,773,639,547,389,363,211,153,3721,3519,3733,8619,7880,6902,6849,4675,1933,628,44725
12501,90,1129,2165,1099,858,727,363,128,39,6605,45,1112,2843,1478,999,784,276,61,22,7627,34,885,3235,1761,1093,897,300,51,3,8261,12,467,2351,1300,744,546,170,34,4,5625,9,213,1832,1151,617,424,117,15,6,4374,3,77,1222,920,525,286,75,9,0,3122,0,58,1704,1686,841,485,96,9,0,4885,0,4,231,402,212,110,27,5,3,996,0,10,246,478,324,155,35,13,0,1260,309,931,2497,1631,982,748,435,239,171,7939,4236,9499,25621,16446,11038,9968,6306,2821,1092,87030
12502,64,388,560,668,595,572,386,246,78,3569,37,415,825,816,778,647,410,180,70,4173,35,424,1241,1151,892,840,351,152,39,5125,11,343,1105,912,785,575,232,79,19,4056,3,154,956,922,834,557,217,41,13,3704,0,64,624,828,644,408,152,27,7,2764,0,58,954,1831,1284,802,197,40,15,5193,0,4,148,484,320,195,31,20,7,1207,0,11,152,578,566,303,89,23,4,1729,182,201,595,589,416,392,281,248,211,3123,4153,4357,9366,11629,9669,8986,6315,3571,1477,59519
12503,227,1387,2125,1711,1347,1178,699,340,102,9107,147,1365,2717,1996,1745,1437,569,190,51,10210,71,1066,3140,2343,1827,1462,494,116,30,10558,25,576,2397,1762,1392,962,314,45,17,7475,7,278,1692,1444,1155,804,190,48,19,5632,3,122,1047,1116,868,506,124,17,3,3809,3,70,1337,1865,1320,728,153,6,4,5499,3,9,183,383,240,124,22,8,0,972,3,13,159,426,359,149,47,22,6,1178,1002,1273,3048,2537,1765,1358,1058,791,650,13488,10387,12272,26432,22842,18924,16710,12144,6672,2852,129241
12504,147,1178,2151,1436,917,747,672,428,96,7777,97,1234,3360,2041,1299,1019,555,249,63,9916,52,1030,3809,2810,1620,1258,539,187,35,11344,9,642,3132,2443,1321,969,350,90,16,8977,0,268,2866,2408,1341,879,261,66,11,8112,0,106,1909,2230,1154,670,170,33,8,6276,0,82,3403,5633,2292,1183,269,55,9,12933,0,8,471,1256,525,261,55,6,0,2587,0,10,389,1256,719,324,92,22,15,2828,361,804,2303,1823,949,760,598,513,459,8578,6392,9918,30934,28922,15987,12934,9750,5936,2452,123226
12601,52,279,430,349,349,362,328,243,78,2463,36,288,510,457,419,420,348,192,65,2730,9,313,772,658,499,508,388,182,57,3394,4,246,829,613,447,395,277,96,27,2942,0,120,788,665,505,428,207,88,22,2835,3,39,511,591,472,400,154,58,20,2250,0,43,933,1776,1268,867,314,98,15,5314,0,4,153,519,421,301,82,22,9,1522,5,6,156,851,1122,651,188,33,17,3025,90,124,313,285,213,191,164,145,130,1658,3227,3328,6842,8397,7206,6460,4994,2728,1209,44393
12602,149,939,1559,1081,863,928,841,476,196,7031,78,900,2016,1352,1134,1135,794,369,146,7923,31,947,3204,1971,1421,1405,857,334,133,10303,13,664,2980,1928,1287,1116,571,181,68,8820,10,308,2796,2029,1297,1036,448,132,51,8113,6,129,2034,1745,1134,865,336,96,38,6382,8,115,3314,4454,2774,1814,551,120,44,13192,3,20,567,1261,977,509,144,43,11,3540,0,21,612,2314,2371,1234,376,122,44,7091,243,468,1352,1091,765,717,606,610,804,6652,7101,9618,25511,23590,17711,16274,12449,7042,3920,123220
12701,298,1043,1501,1416,1285,1020,510,204,51,7326,194,1226,2218,1932,1663,1300,421,117,31,9097,79,1160,3047,2474,1964,1435,395,56,9,10620,24,634,2627,2107,1531,1006,253,36,4,8216,11,292,2235,1915,1319,817,214,21,5,6821,4,149,1468,1491,983,550,116,14,4,4777,7,93,1889,2523,1574,775,127,21,7,7017,0,15,212,509,283,134,27,11,0,1188,0,15,252,511,375,197,53,24,3,1428,619,624,1327,1266,945,819,605,407,204,6824,9851,9538,22244,21702,16927,14207,8881,3908,1179,108424
12702,289,1408,1917,1897,2180,1922,973,410,122,11113,187,1410,2648,2190,2617,2326,760,215,66,12426,74,1286,3044,2330,2481,2118,672,119,26,12149,19,699,2303,1551,1545,1273,380,55,9,7834,10,346,1724,1303,1215,999,283,55,17,5949,3,118,1111,941,825,603,166,21,0,3794,0,85,1241,1366,1150,777,182,23,4,4828,0,11,177,263,221,165,49,12,3,901,0,5,106,289,271,183,74,34,8,979,954,893,1857,1759,1665,1686,1273,997,844,11929,13538,13743,25122,23288,25610,26474,19190,9592,4051,160601
12703,228,966,1486,1350,1126,999,519,258,60,6993,162,1089,2062,1816,1573,1140,471,178,39,8539,112,1063,2607,2180,1963,1363,431,95,13,9830,33,627,2179,1845,1484,1007,271,42,10,7499,14,275,1741,1653,1269,858,198,35,11,6057,7,116,1146,1322,1034,609,103,13,0,4356,8,74,1451,2337,1673,853,165,23,4,6588,0,10,196,431,334,181,30,7,4,1188,3,4,157,472,438,203,48,16,3,1356,638,741,1769,1579,1070,937,705,656,519,8612,8735,9410,20641,20472,16980,14042,9182,4980,1966,106411
