SED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
SED53105,3,3,4,7,0,4,6,129,0,0,0,0,0,7,12,9,5,0,0,0,0,0,0,33,0,0,16,12,31,14,47,71,0,0,3,0,0,0,4,203,9,50,45,4,3,0,7,13,0,3,0,0,0,0,3,158,0,0,0,0,0,5,25,14,0,0,0,0,0,0,0,64,0,0,0,4,12,4,98,25,4,8,6,5,0,0,13,170,0,0,0,13,0,0,5,0,0,0,0,0,0,0,4,27,0,0,3,23,71,46,164,85,27,15,11,8,6,0,19,480,0,0,0,0,0,0,23,14,0,0,0,0,4,0,0,47,5,31,18,6,11,11,18,4,0,0,4,0,0,0,4,114,0,0,14,94,257,288,644,420,40,28,46,40,17,21,81,1974,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,58,49,4,8,9,7,3,0,7,140
SED53204,6,4,5,6,0,0,0,221,0,0,0,0,0,85,101,53,6,8,0,0,3,3,6,258,0,4,8,21,41,16,98,148,4,3,6,7,0,0,6,362,12,94,109,37,14,9,16,23,0,0,0,0,0,0,10,321,0,0,0,0,0,3,13,0,0,0,3,0,0,0,0,29,0,0,0,0,9,8,35,18,0,4,0,0,0,0,4,72,0,0,4,9,19,0,12,9,3,0,0,0,0,0,3,53,0,3,12,42,131,66,132,71,13,8,11,13,8,3,8,521,0,0,0,0,0,0,22,12,4,0,0,3,0,0,0,47,0,49,9,5,5,0,16,8,3,4,0,0,0,0,5,103,0,0,19,77,203,195,314,215,16,13,9,15,3,5,26,1113,0,3,49,63,130,125,107,33,13,10,4,9,0,0,8,557,0,0,0,4,8,25,37,25,5,11,3,17,10,0,0,160
SED53306,0,0,0,6,0,0,0,29,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,3,17,14,36,9,44,87,3,0,0,0,0,0,3,221,5,53,19,3,8,0,8,6,4,0,0,0,0,0,5,107,0,0,0,0,0,4,13,4,0,0,0,3,0,0,0,29,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,15,9,8,35,24,0,0,8,3,0,0,0,122,0,0,0,0,0,0,14,5,0,6,4,8,4,0,0,47,12,99,13,12,13,7,15,14,0,0,0,4,0,4,9,217,0,4,72,185,245,218,457,394,28,15,30,43,17,12,60,1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,15,0,0,0,7,3,0,0,44
SED53402,8,4,8,5,10,0,0,147,0,0,0,0,0,14,16,12,7,0,4,0,0,0,0,59,3,3,30,34,83,25,127,111,15,3,8,14,0,0,5,460,23,180,120,27,12,19,27,64,11,6,5,4,0,0,11,503,0,0,0,0,8,32,45,28,7,0,3,8,4,6,0,145,0,0,0,0,15,16,50,24,10,6,12,13,0,0,0,150,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,7,0,0,36,51,124,62,111,72,18,20,23,20,8,0,15,550,0,0,0,0,0,3,37,49,15,26,43,44,15,0,3,241,7,48,8,11,12,12,12,7,5,0,0,0,0,0,3,135,4,5,37,128,181,141,203,134,7,10,20,15,5,4,23,906,0,3,7,12,3,9,3,0,4,0,0,0,0,0,0,42,0,0,0,0,5,9,21,32,13,7,7,22,19,0,3,137
SED53502,0,0,0,0,0,0,0,33,0,0,0,0,0,22,13,17,0,0,0,0,0,0,3,63,0,0,26,24,52,8,43,53,10,0,0,3,4,0,6,237,15,197,117,28,7,0,3,8,3,0,0,5,0,0,22,413,0,0,0,0,4,15,20,5,0,0,0,0,0,0,0,42,0,0,0,0,0,5,11,10,3,5,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,17,12,47,28,55,10,3,4,6,3,0,0,3,208,0,0,0,0,0,0,41,26,5,0,4,8,4,0,0,80,3,69,23,17,17,6,10,4,0,0,0,0,0,0,9,164,5,0,55,144,314,239,404,324,22,29,12,22,13,11,40,1636,0,0,0,7,9,10,9,3,0,0,0,0,0,0,0,36,0,0,6,0,7,0,11,19,0,4,9,0,0,0,3,63
SED53602,13,14,5,7,3,0,4,238,0,0,0,0,0,154,223,67,22,16,20,11,8,0,15,543,0,0,13,14,15,3,32,66,0,3,0,5,0,0,3,164,13,137,169,48,15,16,24,33,0,0,5,0,0,0,25,488,0,3,0,0,0,14,20,3,0,6,0,0,0,0,0,51,0,0,0,0,3,7,27,9,3,6,0,0,0,0,0,45,0,0,4,3,20,5,21,4,0,0,0,0,0,4,0,65,0,8,20,37,151,47,109,75,38,43,60,61,12,0,35,686,0,0,0,0,0,0,11,7,4,0,3,12,4,0,0,42,5,35,16,8,4,0,4,0,0,0,0,0,0,0,9,75,0,0,14,77,186,137,238,160,6,13,26,9,15,16,39,930,4,10,106,172,182,132,81,23,9,9,9,13,3,0,24,757,0,0,0,6,9,13,78,99,18,32,27,45,15,0,4,346
SED53701,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,5,5,14,12,8,14,32,30,3,0,0,8,0,0,4,130,9,26,20,5,0,0,0,7,0,0,0,0,3,0,3,82,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,11,5,0,9,10,0,0,6,0,0,0,0,52,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,9,8,69,16,12,6,12,21,5,0,0,0,0,0,0,0,160,3,5,60,186,262,165,180,88,9,4,3,11,5,8,56,1036,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7
SED53802,19,12,9,11,4,4,6,295,0,0,0,0,7,39,61,71,25,22,7,27,5,0,0,247,0,4,24,19,50,7,77,175,15,20,17,34,11,0,8,470,30,414,374,93,35,29,25,79,10,11,6,3,3,0,29,1133,0,0,0,6,7,16,37,14,3,3,0,3,0,0,4,98,0,0,0,0,19,5,65,45,5,3,5,8,0,0,0,164,0,0,0,12,17,4,11,3,4,0,0,0,0,0,4,54,0,7,31,62,242,76,167,76,29,33,30,20,16,3,12,807,0,0,0,0,0,6,41,38,8,9,14,6,5,0,7,123,15,61,13,9,13,0,8,8,0,0,0,0,0,0,0,116,0,0,34,88,144,149,191,170,5,10,23,26,8,4,23,887,6,14,73,83,42,43,28,18,7,0,0,9,0,0,8,315,0,3,0,5,6,15,32,108,35,21,27,56,37,0,10,365
SED53902,10,4,5,6,0,0,10,170,0,0,3,0,0,18,19,15,0,0,0,0,0,0,0,73,0,6,25,27,61,15,78,159,10,9,15,14,5,0,6,433,48,348,227,72,28,6,26,76,17,3,16,10,4,0,31,908,0,0,0,0,12,33,52,21,6,9,4,13,0,0,0,147,0,0,0,5,10,10,62,47,4,14,4,0,3,0,0,154,0,0,0,7,3,6,4,0,0,0,0,0,0,0,0,14,4,12,35,58,128,61,118,71,24,32,17,14,13,0,15,597,0,0,0,0,0,0,21,40,13,18,28,22,6,4,0,154,8,62,15,5,10,9,7,6,0,0,0,4,0,0,0,135,0,8,37,93,168,119,150,115,11,7,12,13,8,8,14,760,6,18,31,24,25,26,7,0,3,3,0,0,0,0,0,145,0,0,4,0,10,5,39,61,15,14,13,22,8,0,0,206
SED54006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,7,16,15,7,29,13,0,3,0,0,0,0,4,112,28,100,52,9,0,0,0,0,0,0,0,4,0,0,20,219,6,0,0,0,5,0,6,5,0,6,0,0,0,0,0,16,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,16,5,16,6,5,6,0,8,10,8,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,32,22,18,4,11,3,0,0,0,0,0,0,11,185,0,13,59,193,251,202,319,163,16,5,5,9,11,13,55,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,8
SED54104,10,9,26,34,5,4,4,288,0,0,0,0,0,4,7,8,0,0,0,0,0,0,0,20,6,42,21,33,76,40,59,100,0,11,14,32,39,14,9,491,23,50,25,10,10,3,27,60,19,3,4,9,8,0,12,270,0,0,3,8,14,28,53,66,22,12,39,38,27,9,10,331,0,0,0,0,9,15,43,44,5,14,7,11,4,0,9,168,0,0,4,3,4,0,4,0,0,0,0,0,0,0,0,17,12,15,75,212,269,122,190,114,16,30,34,42,39,13,10,1181,0,0,0,0,3,0,3,3,3,17,7,15,5,0,0,64,4,35,9,17,6,20,52,21,5,3,0,7,4,0,3,190,0,11,69,114,126,98,132,69,13,10,11,22,10,12,26,714,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,8,24,29,10,14,13,8,9,0,0,123
SED54203,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,5,25,30,0,0,5,7,8,0,0,93,0,10,9,4,0,0,7,21,0,0,7,8,3,0,0,70,0,0,0,0,0,0,0,8,0,0,3,0,4,3,0,31,0,0,0,0,0,5,0,5,0,0,0,4,4,0,0,23,0,0,0,0,3,0,0,0,0,0,4,7,0,0,0,10,0,0,0,3,11,3,12,3,3,13,16,10,0,0,0,76,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,10,7,4,0,0,9,0,0,0,5,4,0,0,4,60,0,3,21,82,107,111,192,130,22,10,11,8,0,4,30,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
SED54304,14,23,22,26,7,9,0,290,0,0,3,0,0,11,17,3,0,0,0,0,5,0,0,38,0,5,22,17,96,36,122,172,22,17,30,64,30,11,14,657,39,253,177,39,14,11,42,99,23,16,29,40,23,0,29,840,0,0,3,3,11,31,91,57,16,32,48,81,45,54,17,493,0,0,0,6,25,16,153,124,35,34,44,56,8,5,10,508,0,0,3,0,5,4,3,0,0,0,4,5,0,0,0,30,0,5,32,73,169,84,236,156,48,48,67,47,32,8,35,1034,0,0,0,0,0,0,27,27,17,40,58,66,34,0,3,269,4,25,8,8,10,10,21,9,5,0,14,17,3,0,4,128,0,5,39,104,203,166,243,156,17,20,20,26,31,15,30,1072,3,14,25,32,15,11,8,0,0,0,0,0,0,0,0,118,0,0,0,3,3,0,19,27,7,6,17,24,9,0,11,138
SED54403,0,0,5,0,0,0,0,21,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,9,0,0,11,3,14,14,57,87,4,0,0,14,5,0,5,211,0,0,3,0,0,6,4,7,0,0,0,5,0,0,0,33,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,24,0,0,0,3,0,0,11,7,0,0,0,5,0,0,3,32,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,11,0,3,5,13,18,8,40,17,0,6,5,0,5,0,3,115,0,0,0,0,0,0,8,4,16,5,11,7,5,0,0,47,0,9,3,4,6,3,10,0,5,0,0,0,5,0,3,47,0,0,29,139,306,289,689,499,32,54,54,76,31,35,96,2319,0,0,3,3,7,10,6,0,0,0,0,0,0,0,0,31,0,0,0,0,0,3,14,34,0,3,9,3,0,0,0,65
SED54505,6,0,7,7,3,0,4,207,0,0,0,0,0,11,26,40,10,10,3,0,0,0,0,101,0,9,15,12,48,11,39,59,7,3,0,4,0,0,4,210,7,79,41,7,4,3,11,14,0,6,0,4,0,4,3,184,0,0,4,9,16,24,37,12,0,4,0,0,3,0,0,113,0,0,0,14,18,77,257,151,16,12,14,11,4,6,18,592,0,0,0,3,5,8,7,0,0,0,0,0,0,0,0,29,0,3,63,184,786,373,880,580,123,91,99,89,55,3,39,3368,0,0,0,0,0,0,18,10,0,3,0,10,0,0,4,55,9,61,5,13,12,7,10,5,0,0,0,0,0,0,3,127,0,4,41,72,193,101,138,126,7,9,16,14,4,4,15,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,4,24,60,80,8,16,36,20,24,0,0,277
SED54605,0,0,0,0,0,0,0,20,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,16,0,4,44,34,52,14,40,42,0,0,0,0,0,0,0,232,3,42,38,4,0,5,4,14,0,0,4,0,0,0,4,118,0,0,0,0,0,8,14,3,0,0,4,0,0,0,0,33,0,0,0,0,5,4,8,3,0,0,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,15,0,5,9,18,13,14,17,5,3,3,4,6,0,0,3,100,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,21,3,93,24,17,17,4,15,9,0,3,0,0,0,0,3,190,0,3,58,154,258,257,446,304,22,17,16,24,12,15,53,1641,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,9,3,0,4,0,0,0,0,0,18
SED54701,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,6,0,20,31,0,0,4,6,0,0,0,76,3,22,18,3,0,0,0,5,0,0,0,3,0,0,12,76,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,18,10,13,3,0,5,5,3,0,0,0,60,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,51,12,7,11,6,6,0,0,0,0,0,0,0,0,102,0,0,32,122,237,169,197,124,18,14,19,24,3,7,69,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,16
SED54804,12,3,0,9,0,0,6,163,0,0,3,0,0,9,9,0,5,0,0,0,0,0,0,31,0,9,11,18,97,34,136,207,9,15,19,44,21,6,10,629,28,101,68,21,14,19,46,93,13,5,10,18,9,0,16,454,0,0,0,3,11,41,58,23,3,3,10,7,11,4,5,176,0,0,0,0,9,0,22,19,0,0,0,9,0,0,0,58,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,5,20,28,61,47,72,57,9,15,13,7,0,0,10,340,0,0,0,0,0,0,4,7,3,0,0,0,0,0,0,12,6,54,11,16,10,7,21,15,0,4,0,0,0,0,4,147,3,0,46,137,210,170,267,256,15,14,20,30,17,11,27,1217,0,8,7,8,10,6,4,0,0,0,0,0,0,0,0,48,0,0,0,3,0,3,10,0,0,4,0,0,0,0,0,14
SED54905,8,9,18,21,7,0,6,301,0,0,0,0,0,12,15,30,0,0,0,5,0,0,0,67,0,3,22,21,63,18,69,91,5,0,0,0,3,8,7,318,17,87,40,13,14,13,28,42,4,5,3,4,9,0,8,289,0,0,0,4,11,25,48,26,15,0,16,10,3,0,10,170,0,0,0,12,16,19,48,61,6,8,5,7,3,0,8,199,0,0,0,8,7,5,0,5,0,0,0,0,3,0,0,35,3,5,28,117,320,144,228,127,34,19,40,46,24,3,15,1167,0,0,0,0,0,0,12,21,10,15,38,35,14,0,5,145,10,41,11,6,11,6,18,13,0,0,6,4,0,0,4,139,0,7,50,115,191,107,135,76,21,15,19,18,6,9,14,778,0,0,0,3,3,4,0,3,0,0,0,0,0,0,5,18,0,0,0,0,0,0,22,24,8,23,15,26,12,0,0,128
SED55005,4,11,9,0,0,0,3,165,0,0,0,0,0,85,86,29,0,9,0,6,0,0,7,223,0,5,26,14,33,17,32,35,3,0,0,0,0,0,4,169,3,54,44,7,6,0,6,16,0,0,0,0,0,0,6,147,0,0,0,0,0,13,17,3,0,0,0,0,0,0,0,35,0,0,0,0,4,7,93,46,4,5,3,6,0,0,6,165,0,0,0,13,13,15,4,7,0,0,3,3,0,0,0,65,0,0,18,80,379,208,674,370,66,43,41,30,23,6,28,1956,0,0,0,0,0,0,41,16,0,6,0,4,3,0,4,73,4,51,10,9,13,6,10,3,0,0,0,0,0,0,4,101,0,4,33,84,216,191,348,289,27,14,23,32,8,7,54,1316,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,6,41,161,242,33,47,28,35,11,3,16,627
SED55102,6,0,0,0,0,0,4,43,0,0,0,0,0,13,37,4,0,3,0,3,0,0,3,65,0,0,9,19,46,22,44,36,0,0,0,0,0,0,6,195,8,76,50,7,9,8,7,11,3,4,0,0,3,0,9,199,0,0,0,0,3,12,21,4,0,0,0,0,0,0,0,40,0,0,0,0,0,0,6,9,4,0,0,0,0,0,0,21,0,0,0,0,7,0,3,0,0,0,0,0,0,0,8,18,0,0,14,13,33,14,66,35,3,4,3,3,0,0,18,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,51,16,0,10,13,20,0,0,0,0,0,0,0,3,133,0,0,36,156,300,254,569,390,43,42,23,30,18,17,111,1997,0,0,6,3,3,7,3,6,0,0,0,0,0,0,0,30,0,0,0,0,3,0,17,17,0,4,0,4,0,0,0,57
SED55202,0,0,0,7,0,0,0,118,0,0,0,0,0,61,55,30,8,0,5,0,0,0,8,170,0,0,28,23,52,13,28,17,0,0,3,3,0,0,6,176,10,87,73,24,0,7,4,7,0,0,0,0,0,0,10,226,0,0,0,0,0,10,24,4,0,3,0,3,0,0,0,58,0,0,0,0,0,18,84,45,3,5,0,6,0,0,0,160,0,0,0,10,16,11,5,4,4,0,0,3,0,0,3,72,0,5,28,91,311,87,277,167,29,18,20,40,9,0,23,1101,0,0,0,0,0,0,30,9,0,0,6,8,0,0,3,61,15,125,26,9,16,10,9,3,0,0,0,0,0,0,4,209,0,4,26,118,241,224,399,274,18,21,20,38,0,6,31,1440,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,16,19,116,236,41,32,57,93,47,8,13,669
SED55306,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,34,38,19,27,28,0,0,0,0,0,0,3,178,10,24,6,0,5,5,14,17,3,6,8,3,3,0,9,110,0,0,0,0,0,14,13,14,0,0,0,0,0,0,0,47,0,0,0,0,0,0,13,20,6,0,3,0,0,0,5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,6,4,8,0,6,0,0,0,0,0,3,54,0,0,0,0,0,0,3,4,4,4,0,0,0,0,0,19,14,66,14,9,18,9,22,17,0,0,5,0,3,0,3,165,5,10,65,178,220,154,211,102,8,25,7,10,5,0,46,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,9,0,0,0,0,0,10,0,26
SED55405,16,8,19,12,8,3,0,191,0,0,0,0,0,24,33,24,0,0,12,3,0,0,3,97,0,3,19,25,50,24,71,99,4,0,7,16,10,6,11,353,20,149,130,21,4,8,18,55,10,11,13,8,3,0,25,480,0,0,0,0,10,26,56,27,3,7,13,12,5,3,9,167,0,0,0,5,14,33,148,97,18,22,28,21,5,0,11,406,0,3,0,10,3,5,4,0,0,0,0,0,0,0,0,26,6,6,27,64,191,117,331,211,84,96,107,104,57,0,28,1435,0,0,0,0,0,3,32,127,87,90,161,164,51,0,17,739,3,72,13,15,8,8,11,10,0,4,0,8,5,0,10,162,0,3,32,114,200,166,224,204,20,23,23,26,9,13,27,1086,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,7,0,11,48,97,25,29,81,117,72,0,10,515
SED55504,0,3,0,0,0,3,0,97,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,30,0,4,22,23,110,36,217,198,4,4,14,3,3,0,0,641,17,50,52,7,9,4,10,24,0,0,0,0,0,0,10,186,0,0,0,0,0,12,16,4,0,0,0,0,0,0,0,32,0,0,0,3,3,3,14,7,5,0,0,3,0,0,0,31,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,8,15,34,22,70,30,11,14,25,24,13,0,3,274,0,0,0,0,0,0,9,3,0,0,0,0,0,0,4,19,5,60,14,0,18,9,15,5,5,0,0,0,0,0,4,132,4,0,27,134,309,293,469,349,24,24,13,27,15,11,38,1735,0,5,0,4,3,5,0,0,0,0,0,0,0,0,0,26,0,0,0,0,4,10,14,17,0,3,0,4,7,0,0,58
SED55605,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,10,46,15,58,96,0,9,9,0,0,0,6,264,4,22,20,3,4,3,0,14,0,0,0,0,0,0,0,86,0,0,0,0,4,11,9,0,0,0,0,0,5,0,0,30,0,0,0,0,0,0,14,0,0,0,0,0,5,0,0,20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10,7,16,6,18,9,0,8,5,0,0,0,0,79,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,16,6,52,16,16,23,5,21,7,0,0,0,4,0,0,0,155,0,5,47,121,297,298,760,557,29,14,28,36,16,21,59,2276,0,0,4,0,0,3,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,22
SED55706,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,15,24,22,12,40,26,0,0,6,8,5,0,4,166,3,60,30,3,0,0,16,44,8,10,6,9,5,0,9,201,0,0,0,0,0,13,21,12,0,0,0,0,0,0,0,52,0,0,0,0,0,0,5,11,0,0,0,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,10,11,15,5,9,5,0,3,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,77,17,7,24,16,23,12,4,0,0,3,0,0,9,211,3,4,71,186,259,175,166,83,5,7,9,15,3,8,68,1057,3,15,7,0,4,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,8,6,0,0,4,5,5,0,29
SED55802,9,0,4,0,9,3,3,176,0,0,0,0,6,92,91,57,13,11,6,4,0,4,5,285,0,0,18,18,53,19,60,89,9,0,0,3,0,0,0,271,9,62,61,16,5,6,12,13,5,0,0,0,0,0,6,206,0,0,0,0,0,0,31,9,0,3,0,0,0,0,0,50,0,0,0,0,4,5,31,10,0,0,0,0,0,0,0,52,0,0,0,5,9,12,12,5,0,0,0,0,0,0,0,39,0,0,20,39,156,49,92,57,17,4,9,10,5,0,17,468,0,0,0,0,0,0,28,16,0,3,0,8,0,0,0,54,3,46,17,5,6,4,5,0,0,3,0,0,0,0,0,91,0,0,12,92,266,244,495,506,20,30,25,34,19,10,47,1809,0,4,18,27,29,28,24,17,0,0,0,0,4,0,0,151,0,0,0,0,8,14,56,58,3,14,5,15,6,6,3,186
SED55905,9,0,0,4,0,0,0,88,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,20,0,0,28,23,24,14,50,75,3,3,3,5,0,0,5,229,30,232,251,43,23,20,20,61,5,0,3,4,0,0,9,713,0,0,0,0,8,8,21,9,3,4,0,4,0,0,0,64,0,0,0,10,11,5,52,21,0,3,6,0,5,0,3,112,0,0,4,10,4,6,0,0,0,0,0,0,0,0,0,19,0,7,20,43,111,65,126,61,14,16,6,17,7,0,4,493,0,0,0,0,0,0,4,10,0,0,5,5,0,0,0,18,6,61,17,12,6,7,19,9,0,0,3,0,0,0,9,144,0,3,27,88,213,141,199,160,21,6,9,10,0,3,35,917,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,5,23,0,3,11,14,4,0,0,77
