SED_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
SED55102,0,0,0,0,0,5,5,0,0,12,0,0,7,27,6,9,0,4,3,56,0,0,3,19,3,7,6,0,0,44,0,0,0,0,0,0,0,0,0,7,0,0,0,13,11,13,25,17,0,75,4,62,85,342,168,173,71,16,6,925,0,0,0,9,0,0,0,0,0,15,0,0,0,20,0,0,0,0,0,22,0,0,0,9,0,3,0,0,0,15,3,18,51,123,66,35,9,0,0,299,0,0,3,16,5,10,3,3,0,42,0,0,0,0,0,0,0,0,0,0,0,10,20,45,46,68,40,15,3,242,0,0,8,36,15,22,13,4,0,93,0,23,61,143,115,57,25,10,3,436,0,3,4,12,17,4,7,0,0,47,0,0,0,8,4,0,0,0,0,12,0,5,13,50,28,8,0,0,0,108,0,0,0,8,0,0,0,0,0,8,0,10,7,28,13,12,9,8,0,80
SED55202,0,0,0,0,0,8,5,4,0,12,0,7,10,42,9,9,0,0,0,89,0,8,27,138,61,47,51,12,12,351,0,0,4,20,4,7,0,0,0,28,0,0,3,10,6,6,43,26,31,120,8,56,68,202,141,111,76,16,4,690,0,0,0,0,0,0,5,0,0,5,3,67,46,151,11,9,4,0,0,300,0,0,10,8,11,3,0,0,0,35,0,110,214,363,197,90,38,6,5,1029,0,0,0,4,3,10,11,0,0,30,0,0,0,0,4,0,0,0,0,11,0,3,0,17,25,46,51,48,8,195,0,7,19,66,29,62,48,11,10,254,0,6,27,53,44,26,20,13,4,200,4,16,29,100,25,14,12,9,3,206,0,0,0,48,3,0,0,0,0,56,0,27,53,98,42,33,5,0,0,253,0,0,0,15,6,7,0,0,0,29,0,9,6,13,4,14,5,0,0,48
SED55306,0,0,0,0,0,3,0,3,0,9,0,0,0,0,6,0,0,0,0,10,0,0,0,6,0,0,0,0,0,13,0,0,4,11,0,0,0,0,0,10,0,3,0,13,11,10,30,14,5,88,0,23,20,156,88,119,69,26,10,507,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,6,0,11,20,51,14,13,9,0,0,120,0,0,0,3,3,0,6,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,7,20,21,33,45,25,4,161,0,0,0,10,8,12,9,0,0,32,0,11,18,78,61,32,37,14,11,261,0,6,0,12,6,0,0,0,0,25,0,0,0,34,0,0,0,0,0,39,0,6,3,35,19,14,3,0,0,81,0,0,0,0,0,0,0,0,0,0,4,5,4,34,11,13,16,3,3,89
SED55405,0,0,0,0,0,0,4,0,0,5,0,0,15,21,6,5,6,0,4,66,0,0,3,39,19,28,12,14,10,128,0,5,84,245,3,0,0,0,0,341,6,0,0,17,5,0,23,24,15,86,0,14,50,179,72,83,59,13,3,478,0,0,0,4,0,0,0,0,0,10,0,8,7,50,6,7,7,0,0,83,0,4,8,9,4,0,0,0,0,21,0,14,79,170,56,44,15,0,0,377,0,0,0,20,13,9,15,6,8,71,0,0,0,0,0,0,0,0,0,6,0,0,6,49,19,31,27,20,14,174,0,8,48,137,26,34,21,20,3,294,0,5,28,74,29,21,16,4,3,182,0,4,27,65,16,8,14,4,4,142,0,8,0,113,7,4,4,0,0,131,0,5,22,93,36,18,10,3,0,183,0,0,0,10,6,6,6,0,0,33,3,6,17,60,10,15,3,0,0,114
SED55504,0,0,0,0,0,6,3,4,0,6,0,3,8,24,0,11,5,0,0,53,0,0,0,3,0,12,4,3,0,34,0,0,3,3,0,0,0,0,0,15,0,0,4,9,4,10,15,19,14,65,3,64,93,281,178,136,77,33,8,866,0,0,0,3,3,0,0,0,0,16,0,5,4,19,3,0,0,0,0,29,0,0,0,0,6,0,3,0,0,18,0,30,70,163,75,37,25,0,0,405,0,0,0,23,9,20,10,5,4,63,0,0,0,0,0,0,0,0,0,0,0,25,55,149,120,89,62,30,18,545,0,0,10,31,19,12,14,0,3,91,0,48,132,259,200,92,46,28,3,815,0,5,3,23,3,3,3,4,0,39,0,0,0,21,0,5,0,0,0,28,0,7,8,58,27,5,0,0,0,116,0,0,0,6,0,0,0,0,0,9,0,9,13,22,7,11,0,0,0,53
SED55605,0,0,0,0,0,0,3,0,0,10,0,0,4,6,3,0,0,0,0,18,0,0,0,3,4,0,4,0,0,13,0,0,3,0,3,0,0,0,0,7,0,0,3,12,16,8,24,13,9,76,3,85,140,402,239,172,71,25,4,1137,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,6,0,0,7,0,0,0,7,4,4,0,0,0,17,0,16,31,81,41,36,12,0,0,220,0,0,0,10,5,3,8,0,4,25,0,0,5,5,6,0,0,0,0,7,0,26,35,84,91,100,47,31,4,415,0,0,0,10,8,9,6,5,0,38,0,26,54,156,109,53,39,12,3,445,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,10,0,12,15,65,34,13,4,0,0,142,0,0,0,0,3,0,0,0,0,4,0,8,3,38,10,13,12,0,0,85
SED55706,0,0,0,0,0,0,5,0,0,8,0,0,0,5,0,0,0,0,0,6,0,0,0,3,3,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,22,12,12,34,25,4,113,4,24,20,126,85,143,81,20,7,514,0,0,0,0,0,5,3,3,0,15,0,7,0,3,0,0,0,0,0,15,0,0,0,3,9,0,4,0,0,16,0,10,13,66,33,20,9,0,0,165,0,0,0,3,0,4,5,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,3,14,19,36,37,24,8,147,0,5,6,5,4,6,10,0,0,27,0,5,10,43,54,31,30,21,3,193,0,0,0,0,0,4,0,3,0,11,0,0,0,37,0,0,0,0,0,41,3,5,0,21,14,8,3,0,0,58,0,0,0,0,0,0,0,0,0,3,0,5,5,32,16,29,20,6,0,109
SED55802,0,0,0,0,0,7,0,0,0,8,0,5,15,80,24,24,17,7,0,170,0,8,18,106,40,33,27,12,8,242,0,0,0,24,0,4,0,0,0,27,0,0,3,0,4,0,6,14,12,41,10,70,113,345,137,142,52,17,0,879,0,0,0,25,20,12,12,6,0,80,0,7,12,46,7,5,0,0,0,79,0,0,0,5,4,0,0,0,0,9,0,86,172,414,191,74,37,9,0,990,0,0,0,21,6,16,19,6,4,70,0,0,0,0,0,0,0,0,0,3,0,8,7,37,35,47,35,21,10,192,0,10,13,46,21,33,24,9,0,154,4,26,43,149,81,65,20,20,5,409,0,6,6,40,15,19,14,5,0,105,0,0,0,33,4,0,0,0,0,36,3,12,27,73,37,15,4,0,0,167,0,0,0,4,0,0,0,0,0,6,0,4,5,28,6,8,3,0,0,58
SED55905,0,0,0,0,0,0,5,0,0,10,0,0,4,12,3,0,0,0,0,17,0,0,0,3,7,10,9,5,0,32,0,0,0,11,0,0,0,0,0,14,0,0,3,7,10,11,20,18,18,87,7,14,41,139,64,89,43,20,3,422,0,0,0,0,0,0,6,0,0,5,0,8,0,14,0,3,0,0,0,24,0,0,0,5,6,0,3,0,0,9,0,24,55,133,53,47,18,5,0,337,0,0,0,21,9,14,14,7,3,66,0,0,0,0,0,3,0,0,0,6,0,5,5,32,23,44,33,40,13,191,0,3,41,67,29,24,25,7,5,200,4,10,22,78,53,42,28,20,5,256,0,4,5,17,8,9,10,8,0,55,0,0,0,34,3,0,0,0,0,38,6,9,11,48,27,11,13,0,0,115,0,0,0,3,6,0,0,0,0,6,0,5,21,38,6,10,16,6,4,101
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,7,10,42,19,22,12,3,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,21,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,15,3,0,0,4,0,0,0,0,0,7,0,0,5,7,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,5,0,0,21
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED60105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,6,0,0,9,0,0,15,139,0,0,0,0,0,164,0,0,0,0,3,3,10,16,4,41,0,4,5,26,15,27,7,9,3,98,0,0,0,5,0,0,0,0,0,4,0,3,3,28,3,0,0,0,0,36,0,0,0,0,8,0,0,0,0,13,0,6,8,44,16,18,6,3,0,94,0,0,0,3,3,5,5,0,4,22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,16,15,7,5,58,0,0,4,4,0,0,7,0,0,21,0,4,4,19,7,5,14,4,0,47,0,5,3,22,4,0,0,0,0,38,0,0,0,10,0,0,0,0,0,19,0,0,6,17,4,3,6,0,0,35,0,0,0,0,0,0,0,0,0,0,0,7,3,18,3,0,3,3,0,39
SED60106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,3,3,0,14,0,0,3,12,13,21,6,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,11,3,0,0,0,0,16,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,6,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,15
SED60113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,4,0,9,7,122,0,3,0,0,0,136,0,0,0,7,9,6,52,40,13,118,0,7,6,34,53,53,23,17,0,199,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,19,0,0,0,6,11,4,4,0,0,26,0,3,5,62,25,21,14,7,0,134,0,0,0,0,3,3,6,3,4,23,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,17,32,17,11,93,0,4,0,7,6,8,3,0,0,31,0,6,7,21,30,11,9,3,0,91,0,0,7,11,6,3,0,4,0,32,0,0,0,8,0,0,0,0,0,8,0,0,0,10,7,4,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,4,5,22,15,6,16,3,0,78
SED60115,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,23,42,13,0,0,0,0,92,4,42,105,233,9,0,0,0,0,402,0,3,0,6,0,9,20,32,11,80,0,4,9,27,34,39,33,7,4,152,0,0,0,0,0,0,0,0,0,0,4,5,5,25,4,0,0,0,0,46,0,0,0,0,4,0,0,0,0,4,0,9,9,59,29,20,15,3,0,143,0,0,0,3,0,4,0,0,6,18,0,0,0,0,0,0,0,0,0,5,0,0,0,4,9,20,17,19,3,68,0,0,3,9,0,0,0,0,0,11,0,0,3,11,7,6,4,0,0,33,0,4,0,31,0,0,0,0,0,40,0,4,0,28,0,0,0,0,0,31,0,3,4,18,12,4,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,7,3,5,0,45
SED60207,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,82,0,0,0,0,0,91,0,0,0,4,3,6,33,26,9,81,0,0,5,21,47,38,35,18,7,162,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,4,0,0,0,3,5,5,6,0,0,10,0,6,8,59,17,27,18,4,0,150,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,9,4,17,24,21,3,78,0,3,0,5,0,0,6,0,0,8,0,0,6,14,7,14,7,5,4,55,0,3,0,26,0,0,0,0,0,39,0,0,6,59,0,0,0,0,0,63,0,5,0,18,6,8,5,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,8,4,0,43
SED60208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,21,0,0,0,0,0,29,0,0,0,5,4,6,38,40,9,102,0,7,5,32,26,35,27,12,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,9,8,32,15,18,26,0,0,100,0,0,0,0,0,4,0,0,3,9,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,13,24,15,0,63,0,0,0,0,0,5,0,0,0,4,0,3,0,9,11,7,7,6,0,43,0,0,0,14,0,0,0,0,0,19,0,0,0,18,0,0,0,0,0,22,0,0,0,10,10,9,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,4,0,12,6,8,8,3,0,33
SED60209,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,7,40,0,0,0,0,0,49,0,0,0,3,0,9,13,15,4,52,0,12,18,74,49,64,59,15,0,291,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,32,0,0,0,3,4,3,0,0,0,14,0,3,6,44,19,20,17,9,0,117,0,0,0,5,0,4,4,5,0,15,0,0,0,0,0,0,0,0,0,6,0,0,5,4,3,17,17,23,0,76,0,0,3,0,0,5,5,0,0,11,0,4,4,20,14,16,10,6,0,74,0,7,9,21,15,0,0,5,0,56,0,0,0,19,0,0,0,0,0,19,0,4,7,17,7,3,0,0,0,45,0,0,0,0,0,0,0,0,0,3,0,0,6,18,5,11,11,3,0,57
SED60301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,8,0,4,14,86,0,0,0,0,0,103,0,0,0,0,0,0,7,8,3,16,6,3,0,14,10,6,6,4,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,25,0,0,0,0,3,0,0,0,0,12,0,0,5,31,17,13,6,0,0,73,0,0,0,4,0,0,3,8,4,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,6,0,26,0,0,0,3,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,11,0,0,0,29,3,4,0,0,0,34,0,0,0,3,0,0,0,0,0,5,0,4,8,14,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,5,3,0,0,27
SED60302,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,8,0,0,7,17,7,0,0,0,0,40,4,44,146,727,0,9,4,0,0,932,0,0,0,5,3,3,5,11,4,31,4,5,9,43,22,22,19,3,0,123,0,0,0,0,0,0,0,0,0,0,9,8,13,75,6,0,0,0,0,103,0,0,0,0,3,0,0,0,0,6,0,9,24,76,25,30,21,0,0,192,0,0,0,7,9,7,22,18,14,75,0,0,0,0,3,0,0,0,0,3,0,0,0,7,5,8,4,12,4,51,0,0,0,17,3,5,0,0,0,20,0,0,0,17,3,13,14,4,0,53,0,4,7,63,10,0,6,0,0,94,0,0,0,38,0,0,0,0,0,37,0,9,9,29,10,5,0,0,0,73,0,0,0,0,0,0,0,0,0,3,0,0,3,13,4,4,4,0,0,29
SED60303,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,6,6,0,0,0,0,0,12,0,3,32,302,0,0,0,0,0,342,0,0,0,9,3,4,16,15,11,57,0,6,7,58,46,35,30,15,3,204,0,0,0,0,0,0,0,0,0,0,0,3,4,22,0,0,0,0,0,33,0,0,0,5,11,5,0,0,0,22,0,4,9,74,13,8,6,0,0,110,0,0,0,11,5,5,13,10,5,58,0,0,0,0,0,0,0,0,0,0,0,0,3,22,8,20,18,9,8,90,0,0,18,32,7,0,0,0,0,62,0,0,9,23,11,11,13,4,5,81,0,11,12,54,3,10,7,0,0,87,0,4,0,69,0,0,0,0,0,76,0,0,6,45,9,3,0,0,0,69,0,0,0,4,3,0,0,0,0,6,3,7,13,69,17,19,18,13,0,161
SED60304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED60310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,65,0,0,0,0,0,80,0,0,0,7,7,4,14,8,0,45,0,3,15,20,11,31,19,6,9,123,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,21,0,0,0,0,9,5,0,0,0,17,0,6,3,36,3,5,7,0,0,63,0,0,0,3,6,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,8,7,7,8,9,12,10,8,64,0,3,4,9,10,3,8,7,0,40,0,6,4,26,27,17,13,3,6,103,0,0,3,36,0,3,0,0,0,45,0,0,0,32,3,0,0,0,0,32,0,0,0,15,13,5,3,0,0,36,0,0,0,0,0,0,0,0,0,8,5,11,9,19,8,19,8,0,0,80
SED60404,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,28,0,0,0,0,0,35,0,0,0,9,13,14,21,15,7,84,4,5,11,51,42,57,49,24,5,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,10,0,3,0,23,16,4,5,0,0,58,0,0,0,3,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,7,0,9,13,27,16,14,7,99,0,0,0,5,0,0,6,0,0,16,4,12,7,50,27,21,24,11,4,147,0,0,0,10,0,0,0,0,0,13,0,0,0,7,0,0,0,0,0,16,0,0,3,17,9,4,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,4,12,24,20,25,26,4,4,130
SED60410,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,76,0,0,3,0,0,95,0,0,0,3,8,6,29,22,11,84,0,6,7,13,27,22,13,11,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,8,5,26,4,9,7,0,0,60,0,0,0,4,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,9,6,45,0,0,0,9,4,3,5,0,0,23,0,4,3,27,16,16,11,0,5,86,0,0,3,18,4,0,0,0,0,21,0,0,0,18,0,0,0,0,0,20,0,0,0,11,3,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,9,13,13,8,6,0,4,0,46
SED60411,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,4,26,187,0,0,0,0,0,222,0,0,0,3,3,10,12,14,5,43,0,0,11,36,16,22,18,8,0,117,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,21,0,0,0,3,10,0,0,0,0,14,0,9,0,29,19,12,7,9,0,81,0,0,0,4,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,15,23,25,6,81,0,0,0,7,5,0,3,0,0,20,0,4,6,24,5,9,13,0,0,63,0,0,5,33,0,0,6,0,0,42,0,0,0,18,0,0,0,0,0,23,4,8,4,19,8,3,0,0,0,44,0,0,0,4,0,0,0,0,0,4,0,3,8,20,15,5,17,3,0,76
SED60414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,46,0,0,0,0,0,64,0,0,0,3,0,4,6,6,4,29,0,6,3,27,23,18,19,7,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,18,0,0,0,0,10,3,0,0,0,14,0,3,6,30,9,9,5,3,0,61,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,12,0,32,0,0,3,3,4,0,0,0,0,15,0,0,3,17,9,4,6,0,0,43,0,0,0,21,0,0,0,0,0,23,0,0,0,5,0,0,0,0,0,10,0,0,6,11,6,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,20,3,8,6,0,0,44
SED60501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,3,3,14,5,0,30,4,0,7,17,16,15,17,7,5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,22,13,11,6,0,0,55,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,12,0,0,0,13,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,4,0,0,23
