LGA_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
LGA15300,70,10,0,0,0,76,32,3,0,0,0,33,28,0,0,0,0,30,66,0,0,0,0,67,82,0,0,0,0,78,220,13,0,0,0,233,172,8,0,0,0,184,96,15,0,0,0,102,39,0,0,0,0,41,33,0,0,0,0,34,28,0,0,0,0,26,74,9,0,0,0,75,923,52,0,6,0,987
LGA15350,124,27,69,0,0,226,8,8,18,0,0,26,6,0,13,0,0,22,6,0,19,0,0,27,13,8,24,0,0,41,50,14,70,0,0,128,33,9,71,0,0,116,64,26,179,3,0,275,39,22,135,0,0,197,88,57,203,0,0,352,889,231,232,4,0,1355,121,33,70,0,0,220,1432,431,1099,12,0,2980
LGA15520,81,0,0,0,0,84,40,0,0,0,0,42,40,0,0,0,0,43,90,4,0,0,0,94,92,5,0,0,0,95,258,8,0,0,0,268,237,0,0,0,0,246,218,6,0,0,0,228,74,0,0,0,0,74,51,0,0,0,0,51,52,0,0,0,0,52,97,0,0,0,0,94,1329,27,4,0,0,1360
LGA15560,43,0,0,0,0,41,10,0,0,0,0,10,15,0,0,0,0,15,49,0,0,0,0,48,40,0,0,0,0,40,66,0,0,0,0,65,37,0,0,0,0,37,17,0,0,0,0,17,5,0,0,0,0,5,4,0,0,0,0,4,11,0,0,0,0,11,25,0,0,0,0,25,312,0,0,3,4,318
LGA15650,60,4,0,0,0,64,34,0,0,0,0,31,32,0,0,0,0,35,92,4,0,0,0,99,115,3,0,0,0,114,393,10,4,0,0,409,445,8,0,0,0,450,357,0,0,0,0,364,143,0,0,0,0,142,96,0,0,0,0,100,66,0,0,0,0,66,118,0,0,0,0,118,1944,37,9,4,0,1987
LGA15700,105,3,0,0,0,104,75,0,0,0,0,78,70,6,0,0,0,74,123,6,4,0,0,132,174,0,4,0,0,185,384,10,3,3,0,404,355,11,5,4,0,371,333,8,0,0,0,337,101,5,0,0,0,104,67,0,7,0,0,72,51,0,4,0,0,53,106,6,0,0,0,116,1938,56,28,7,0,2031
LGA15750,72,4,0,0,0,75,23,0,0,0,0,23,32,0,0,0,0,32,73,0,0,0,0,80,113,3,0,0,0,119,318,0,0,0,0,322,246,0,0,0,0,251,193,0,0,0,0,193,74,0,0,0,0,77,42,0,0,0,0,42,24,0,0,0,0,24,101,0,0,0,0,99,1320,11,0,0,4,1337
LGA15800,41,0,0,0,0,40,30,0,0,0,0,27,39,0,0,0,0,39,64,0,0,0,0,68,110,0,0,0,0,107,138,0,0,6,0,144,74,0,0,0,0,74,49,0,0,0,0,49,15,0,0,0,0,15,10,0,0,0,0,10,11,0,0,0,0,8,35,0,0,0,0,37,607,0,0,12,0,621
LGA15850,55,0,0,0,0,55,19,0,0,0,0,25,14,0,0,0,0,14,53,0,0,0,0,53,82,0,0,0,0,79,132,0,0,0,0,132,96,0,0,0,0,94,69,0,0,0,0,69,24,0,0,0,0,28,17,0,0,0,0,17,24,0,0,0,0,22,42,0,0,0,0,42,631,0,0,0,0,640
LGA15900,798,94,53,0,0,943,272,43,16,0,0,333,224,32,25,0,0,282,424,55,31,0,0,510,627,70,59,0,0,755,1905,244,192,0,0,2331,2686,392,232,0,0,3310,4378,425,302,7,4,5119,2377,195,104,4,0,2683,1744,166,89,0,0,2002,1239,127,101,3,5,1471,898,107,75,4,0,1077,17570,1941,1276,19,17,20818
LGA15950,102,79,228,0,5,408,6,6,36,0,0,57,4,8,37,0,0,51,16,14,55,0,0,86,23,10,76,0,0,108,56,54,262,0,0,373,39,52,312,0,0,402,77,121,655,0,0,848,57,83,582,0,4,722,107,168,797,0,0,1077,620,511,962,0,3,2098,85,72,210,0,0,368,1193,1176,4219,0,12,6597
LGA15990,1162,111,287,5,4,1572,240,29,82,0,0,348,201,25,78,0,0,305,271,42,122,0,0,442,388,39,172,0,0,598,1052,94,494,8,0,1651,1027,117,633,9,3,1783,2083,227,1378,12,5,3700,1867,213,1217,8,0,3296,3992,374,1398,16,4,5774,9575,679,1090,12,11,11364,1581,145,410,0,6,2140,23438,2091,7357,56,26,32976
LGA16100,21,0,0,0,0,21,0,0,0,0,0,0,23,0,0,0,0,23,32,0,0,0,0,32,39,0,0,0,0,39,127,0,0,0,0,127,127,0,0,0,0,124,126,0,0,0,0,126,54,0,0,0,0,54,46,0,0,0,0,46,23,0,0,0,0,23,43,0,0,0,0,43,659,0,0,0,0,658
LGA16150,149,10,7,0,0,158,75,3,3,0,0,82,78,7,0,0,0,84,198,6,3,0,0,204,258,10,3,0,0,280,884,41,15,0,0,943,1205,24,0,0,0,1235,1203,7,0,0,0,1208,434,4,0,0,0,439,331,0,0,0,0,330,223,0,0,0,0,222,257,5,4,0,0,262,5285,114,41,6,7,5454
LGA16200,93,0,0,0,0,96,48,0,0,0,0,47,59,0,0,0,0,57,117,0,0,0,0,124,170,0,0,0,0,172,426,0,0,0,0,437,257,4,0,0,3,263,213,4,0,0,0,215,63,0,0,0,0,72,56,0,0,0,0,55,32,0,0,0,0,34,95,0,0,0,0,95,1623,16,9,0,9,1662
LGA16260,835,175,325,3,7,1334,172,50,67,0,0,287,142,49,72,0,0,264,195,70,140,0,0,400,316,90,195,0,0,600,837,298,703,7,0,1839,950,360,1365,4,3,2679,1809,860,3031,11,9,5709,1519,727,1908,4,5,4166,2572,790,1063,5,6,4439,3156,508,505,0,3,4169,936,267,560,3,7,1775,13435,4235,9931,26,43,27669
LGA16350,889,85,34,0,0,1008,285,23,11,0,0,326,244,29,10,0,0,285,468,50,24,0,0,544,651,76,48,0,0,775,2020,307,211,0,0,2541,2948,532,380,0,9,3868,5904,889,255,0,3,7053,4740,307,86,0,0,5136,3596,154,38,0,0,3783,1759,63,24,0,0,1844,1573,137,50,0,0,1757,25082,2648,1174,5,19,28931
LGA16380,396,43,20,0,4,462,176,33,6,0,0,216,143,27,14,0,0,180,264,41,17,0,0,328,389,37,21,3,0,445,1050,115,77,0,0,1244,1474,138,60,0,0,1677,2102,96,39,3,0,2245,925,18,17,0,0,960,617,19,7,0,0,644,328,10,9,0,0,344,393,25,14,0,0,436,8268,592,295,12,9,9177
LGA16400,372,36,4,4,0,411,163,19,5,0,0,180,124,28,5,0,0,153,313,30,13,0,0,351,346,52,4,0,0,396,1146,125,20,3,0,1286,1386,105,17,0,0,1512,1820,129,16,3,0,1973,937,28,3,3,0,975,681,16,5,0,0,701,337,14,3,3,0,353,487,33,5,0,0,525,8104,594,103,20,11,8821
LGA16490,274,37,14,0,0,325,97,18,16,0,0,129,93,23,15,0,0,133,163,29,42,3,0,227,220,40,89,0,0,346,655,164,163,4,0,994,866,364,90,0,0,1322,1900,279,36,0,0,2218,1472,63,13,3,0,1549,1455,50,9,0,0,1515,765,21,8,0,4,795,422,52,18,0,0,487,8384,1134,506,13,6,10045
LGA16550,327,163,223,6,0,720,31,38,47,0,0,120,33,23,48,0,0,104,51,37,69,0,0,167,74,50,114,3,0,246,213,130,278,0,0,622,203,153,356,7,0,726,349,258,725,5,0,1339,274,240,673,7,0,1190,603,472,912,10,5,1988,2091,1230,779,10,5,4115,405,201,271,0,0,874,4661,2999,4499,42,14,12215
LGA16610,127,4,3,0,0,135,53,3,0,0,0,61,71,0,0,0,0,74,144,3,0,0,0,150,222,10,0,0,0,232,618,13,10,0,0,641,455,20,7,4,0,476,397,14,0,0,0,407,155,0,0,0,0,153,86,0,0,0,0,88,48,0,0,0,0,56,131,7,0,0,0,143,2512,75,20,16,0,2633
LGA16700,500,126,212,0,0,832,79,30,46,0,0,152,83,12,35,0,0,125,122,25,72,0,0,218,144,37,111,0,0,289,397,124,341,0,0,864,355,141,529,0,0,1025,807,321,1361,4,0,2495,614,298,947,0,0,1856,1140,408,744,3,0,2293,2551,421,366,0,0,3342,601,123,268,0,0,1000,7382,2070,5033,12,3,14497
LGA16900,351,36,9,0,0,399,121,22,3,0,0,150,118,20,6,0,0,138,203,27,8,0,0,234,288,39,11,0,0,333,889,98,33,0,0,1027,1158,167,40,0,0,1362,2323,289,35,0,4,2651,1477,121,14,0,0,1616,1028,57,10,0,0,1092,492,20,5,0,0,518,531,49,8,0,0,588,8975,940,178,3,7,10105
LGA16950,660,30,14,0,0,703,287,6,0,0,0,293,206,21,0,5,0,231,397,12,9,8,0,428,609,20,7,0,0,641,1654,66,11,0,0,1737,1848,61,3,5,0,1925,2399,47,18,0,0,2471,1069,12,4,0,7,1092,804,13,6,3,0,822,515,3,0,0,5,523,649,28,0,7,0,685,11097,320,83,30,13,11551
LGA17000,118,0,0,0,0,121,35,0,3,0,0,41,37,3,0,0,0,47,65,8,0,0,0,76,110,13,4,0,3,127,412,24,3,0,0,440,623,24,5,0,0,653,814,19,3,0,0,834,396,4,0,0,0,401,350,6,4,0,0,354,164,0,0,0,0,168,182,9,0,0,0,190,3307,104,20,0,7,3442
LGA17040,124,0,0,0,0,128,61,0,0,0,0,63,56,0,0,0,0,57,143,0,0,0,0,146,194,5,3,0,0,209,474,14,24,0,0,509,383,15,11,0,0,412,383,4,12,0,4,408,181,5,8,0,0,193,147,0,0,0,0,153,91,3,7,0,0,105,120,3,5,0,0,129,2357,56,75,7,7,2501
LGA17080,75,3,0,0,0,76,50,0,0,0,0,56,44,0,0,0,0,44,119,6,0,0,0,126,161,7,0,0,0,164,398,7,0,5,0,409,263,0,0,0,0,263,237,0,0,0,0,236,61,0,0,0,0,61,45,0,0,0,0,44,38,0,0,0,0,41,85,0,0,0,0,86,1577,18,0,7,4,1605
LGA17100,136,7,65,0,0,215,18,3,19,0,0,36,19,0,18,0,0,41,19,0,38,0,0,54,29,3,41,0,0,72,93,20,173,0,0,283,93,10,289,0,0,389,197,46,915,0,0,1159,120,34,417,9,4,580,244,61,228,0,0,528,701,25,110,0,0,839,200,7,142,0,0,355,1856,228,2460,15,5,4562
LGA17150,964,157,180,0,0,1298,260,39,55,0,0,354,217,37,61,0,0,319,320,70,93,3,0,477,447,81,145,0,0,675,1290,226,409,0,0,1932,1454,298,682,3,0,2440,3030,645,1502,3,3,5185,2861,620,1005,4,4,4496,5083,888,643,0,7,6622,5705,594,326,3,3,6641,1390,206,274,3,0,1872,23018,3856,5386,21,20,32302
LGA17200,43,268,668,3,0,979,10,51,99,0,0,157,7,35,100,0,0,141,10,56,186,0,0,248,11,91,251,0,0,353,33,209,890,3,0,1138,30,226,1043,8,0,1309,40,451,2369,6,8,2873,37,409,2105,0,0,2555,78,814,2554,5,6,3466,291,1805,2275,16,7,4398,45,234,739,6,3,1020,644,4655,13276,55,28,18661
LGA17310,249,8,0,0,0,263,153,0,0,0,0,155,141,7,0,0,0,146,317,9,0,0,0,326,555,13,0,0,0,569,1576,35,4,3,0,1619,1513,25,3,0,3,1541,1337,4,0,0,0,1349,495,3,0,0,0,503,303,4,0,0,0,314,223,0,4,0,3,228,367,3,0,0,0,371,7225,124,15,8,10,7382
LGA17350,37,4,0,0,0,45,33,0,0,0,0,35,12,0,0,0,0,12,41,0,0,0,0,45,89,0,0,0,0,90,125,0,0,0,0,130,95,0,0,0,0,99,53,0,0,0,0,58,17,0,0,0,0,17,12,0,0,0,0,12,17,0,0,0,0,17,42,0,0,0,0,42,579,10,0,3,3,592
LGA17400,57,5,0,0,0,64,31,4,0,0,0,30,25,0,0,0,0,25,48,0,0,0,0,45,69,0,0,0,0,69,127,0,0,0,0,128,76,0,0,0,0,76,72,0,0,0,0,68,13,0,0,0,0,13,17,0,0,0,0,17,8,0,0,0,0,8,45,0,0,0,0,48,585,4,0,0,0,595
LGA17420,1109,78,47,0,0,1234,243,20,10,0,0,273,165,21,10,0,0,197,285,31,25,0,0,332,404,33,24,0,0,454,1126,105,90,0,0,1321,1346,145,129,0,7,1621,2731,345,433,0,3,3514,2764,353,279,0,7,3403,5439,482,207,0,11,6141,6838,271,100,0,9,7218,1709,109,64,0,0,1882,24155,1981,1404,0,42,27584
LGA17550,456,89,45,0,0,589,190,49,14,0,0,256,130,36,15,0,0,180,265,69,27,0,0,365,362,77,56,9,0,502,991,253,147,4,0,1392,1280,339,130,0,0,1751,2223,308,103,5,9,2641,1221,102,31,0,0,1361,921,60,34,0,0,1021,544,18,29,0,0,590,556,110,47,3,0,718,9137,1516,675,27,13,11364
LGA17620,93,0,0,0,0,95,41,0,0,0,0,40,34,0,0,0,0,34,67,0,0,0,0,66,108,3,0,0,0,114,326,6,0,0,0,336,339,3,0,0,0,345,307,4,0,0,0,315,125,0,0,0,0,125,105,0,0,0,0,101,79,0,0,0,0,80,90,0,0,0,0,94,1721,22,0,7,0,1758
LGA17640,50,0,0,0,0,53,20,0,0,0,0,26,19,0,0,0,0,20,53,0,0,0,0,53,60,0,0,0,0,61,197,0,0,0,0,194,189,0,0,0,0,192,176,0,0,0,0,173,92,0,0,0,3,94,60,0,0,0,0,60,39,0,4,0,0,41,52,0,0,0,0,56,1000,7,4,0,7,1018
LGA17650,46,0,0,0,0,46,32,0,0,0,0,31,20,0,0,0,0,25,49,0,0,0,0,49,72,0,0,0,0,75,170,3,0,0,0,170,152,0,0,0,0,152,113,0,0,0,0,112,44,0,0,0,0,44,30,0,0,0,0,30,22,0,0,0,0,25,45,0,0,0,0,46,780,3,0,4,0,786
LGA17750,279,10,9,0,0,299,145,5,3,0,0,148,132,5,6,0,0,144,294,3,16,0,0,310,509,4,28,3,0,542,1864,20,37,0,0,1926,1799,21,19,0,0,1845,1549,5,8,0,0,1563,486,3,3,0,0,493,414,4,0,0,0,418,280,4,0,0,0,288,451,3,0,0,0,459,8214,97,126,8,9,8449
LGA17850,40,0,0,0,0,40,15,0,0,0,0,15,5,0,0,0,0,5,22,0,0,0,0,22,31,0,0,0,0,31,42,0,0,0,0,42,27,0,0,0,0,27,23,0,0,0,0,23,5,0,0,0,0,7,8,0,0,0,0,8,14,0,0,0,0,14,23,0,0,0,0,19,257,0,6,0,0,257
LGA17900,44,0,0,0,0,44,17,0,0,0,0,19,14,0,0,3,0,17,21,0,0,0,0,26,18,0,0,0,0,26,31,0,0,3,0,38,11,0,0,0,0,13,13,0,0,0,0,15,4,0,0,0,0,4,7,0,0,0,0,11,18,0,0,0,0,13,21,0,0,0,0,20,224,0,0,15,3,245
LGA17950,19,0,0,0,0,22,4,0,0,0,0,7,11,0,0,0,0,11,19,0,0,0,0,19,26,0,0,0,0,26,35,0,0,0,0,35,22,0,0,0,0,22,17,0,0,0,0,17,9,0,0,0,0,9,4,0,0,0,0,4,10,0,0,0,0,6,21,0,0,0,0,21,209,0,0,0,0,210
LGA18020,83,0,0,0,0,84,62,0,0,0,0,63,63,0,0,0,0,65,84,0,0,0,0,90,84,0,0,0,0,87,145,0,0,0,0,145,78,0,0,0,0,75,46,0,0,0,3,44,22,0,0,0,0,22,25,0,0,0,0,25,32,0,0,0,0,35,55,0,0,0,0,56,770,0,0,0,9,781
LGA18050,117,106,155,11,0,388,14,20,20,3,0,54,11,18,21,0,0,43,8,19,28,0,0,65,26,25,54,0,0,109,44,71,160,4,0,275,39,78,195,6,0,305,86,130,374,6,0,594,66,110,357,6,0,536,147,245,571,0,0,966,930,1030,700,9,4,2672,178,150,207,3,0,536,1651,1984,2850,49,5,6542
LGA18100,43,0,0,0,0,43,33,0,0,0,0,33,27,0,0,0,0,26,40,0,0,0,0,40,34,0,0,0,0,36,77,0,0,0,0,75,32,0,0,0,0,38,23,0,0,0,0,25,13,0,0,0,0,13,9,0,0,0,0,9,13,0,0,0,0,13,22,0,0,0,0,22,357,3,0,0,0,369
LGA18200,42,0,0,0,0,42,32,0,0,0,0,33,36,0,0,0,0,38,67,0,0,0,0,70,87,3,0,0,0,92,175,0,0,0,0,174,134,0,0,0,0,138,125,0,0,0,0,125,46,0,0,0,0,42,32,0,0,0,0,32,25,0,0,0,0,27,41,0,0,0,0,41,838,10,4,6,0,847
LGA18250,323,46,129,0,0,501,41,4,16,0,0,59,38,6,16,0,0,54,52,9,32,0,0,90,63,13,50,0,0,125,183,36,147,0,0,367,162,27,162,0,0,350,351,63,365,0,0,783,240,66,314,0,0,618,526,110,429,0,4,1062,2229,320,344,0,0,2898,288,35,158,0,0,485,4500,735,2155,3,6,7397
LGA18350,326,4,3,0,0,339,108,0,0,0,0,108,88,8,0,0,0,95,143,6,0,4,0,158,214,3,6,0,0,225,600,22,7,0,6,631,762,17,6,0,3,789,1392,20,6,0,0,1417,870,8,7,0,0,891,769,12,9,0,0,791,717,0,5,0,0,718,397,4,0,0,0,403,6379,114,51,19,8,6569
LGA18400,263,0,4,0,0,267,95,0,0,0,0,104,75,3,0,0,0,77,142,3,0,0,0,148,184,3,0,0,0,183,655,10,3,0,4,677,870,24,3,0,0,896,1807,11,3,0,5,1828,1516,10,3,0,4,1529,1372,0,4,0,0,1378,897,0,0,0,0,903,504,7,4,0,0,510,8383,81,24,6,8,8499
LGA18450,851,94,98,0,0,1043,317,28,45,0,0,384,258,43,39,8,0,347,467,65,60,5,0,597,632,84,103,4,0,823,1926,210,330,8,0,2485,2533,331,462,10,3,3332,4576,552,577,17,6,5729,3374,275,252,12,0,3924,3174,188,165,6,0,3529,1984,94,102,4,0,2187,1162,92,133,5,0,1397,21255,2061,2371,77,19,25777
LGA18500,177,78,164,7,0,430,6,14,23,0,0,40,3,6,29,0,0,41,11,9,30,0,0,47,21,18,31,0,0,70,43,44,115,0,0,202,27,40,128,0,0,202,78,85,232,3,0,403,40,69,247,0,0,344,100,168,391,7,0,664,970,730,677,13,5,2399,179,95,152,0,0,418,1645,1356,2221,34,4,5264
LGA18710,107,0,0,0,0,106,39,3,0,0,0,45,35,0,0,0,0,34,65,3,0,0,0,70,75,0,0,0,0,81,275,7,0,0,0,280,375,7,0,0,0,381,540,0,0,0,3,551,354,3,0,0,0,357,428,0,0,0,0,430,259,0,0,0,0,264,115,0,0,0,0,116,2673,30,8,4,5,2726
LGA19399,9,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,10,4,0,0,0,0,6,8,0,0,0,0,8,5,0,0,0,0,5,5,0,0,0,0,5,9,0,0,0,0,7,3,0,0,0,0,3,54,3,0,0,4,61
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,70,3,0,0,0,78,51,0,0,0,0,53,44,0,0,0,0,44,96,4,0,0,0,102,114,0,0,0,5,116,287,7,0,4,0,299,305,5,0,0,0,303,239,7,0,0,0,245,105,0,0,0,0,100,67,0,0,0,0,71,47,0,0,0,0,47,91,0,0,3,0,91,1508,29,3,7,5,1558
LGA20260,78,5,0,0,0,88,64,0,0,0,0,68,61,0,0,0,0,59,129,0,0,0,0,128,173,9,0,0,0,182,335,3,0,0,0,343,152,0,0,0,0,162,105,0,0,0,0,105,54,0,0,0,0,54,26,0,0,0,0,26,18,0,0,0,0,18,78,0,0,0,0,76,1275,20,0,3,4,1305
LGA20570,561,40,5,0,0,604,341,33,3,0,0,370,290,30,4,0,0,329,641,76,8,6,0,728,959,95,20,0,0,1076,3057,245,33,5,4,3344,3150,110,7,3,8,3280,2478,81,3,4,5,2571,769,23,0,3,4,795,552,20,0,0,0,565,342,11,3,0,0,355,677,35,3,0,0,713,13807,799,94,20,19,14741
LGA20660,760,88,25,0,0,874,246,20,5,0,0,277,196,34,3,0,0,239,308,45,17,0,0,371,419,54,28,0,0,506,1135,233,102,0,0,1478,1400,330,155,0,0,1888,2527,614,164,4,0,3312,2035,340,67,0,3,2451,2150,224,55,0,0,2428,1696,144,24,0,0,1857,857,147,32,0,0,1034,13738,2283,689,9,8,16725
LGA20740,236,11,0,0,0,255,134,0,0,0,0,136,115,6,3,0,0,128,224,12,0,0,0,239,324,13,5,0,0,338,922,25,6,0,0,958,922,13,8,0,0,945,804,25,4,0,3,830,287,8,0,0,0,296,201,4,0,0,0,217,123,4,0,0,0,130,308,10,0,0,0,317,4607,130,35,6,8,4781
LGA20830,321,6,3,0,0,336,169,5,0,0,0,172,155,3,3,0,0,162,298,10,0,0,0,317,440,20,16,0,0,474,1407,39,21,0,3,1474,1821,18,8,0,0,1849,1674,11,3,0,5,1699,591,0,0,0,0,589,417,3,0,0,0,416,292,0,0,0,0,293,486,10,4,0,0,506,8073,134,76,6,12,8295
LGA20910,580,123,35,0,0,742,113,34,20,0,0,162,110,31,18,0,0,152,105,51,29,0,0,187,178,57,31,0,0,261,445,156,121,4,0,736,439,174,195,6,0,821,919,348,314,11,0,1594,676,295,145,8,0,1128,1436,441,128,4,4,2013,3383,583,90,0,4,4072,690,148,68,3,0,921,9079,2451,1206,49,7,12792
LGA21010,93,5,0,0,0,98,55,4,0,0,0,59,58,5,0,0,0,62,142,6,0,0,0,151,174,4,0,0,0,181,371,5,0,0,0,385,319,4,0,0,0,326,220,0,0,0,0,220,66,0,0,0,0,66,56,0,0,0,0,56,46,0,0,0,0,50,102,0,0,0,0,103,1709,39,0,5,0,1747
LGA21110,997,223,124,0,0,1348,141,48,32,0,0,221,112,32,32,0,0,175,147,48,63,0,0,258,170,72,87,0,0,331,584,212,357,4,0,1152,488,196,589,5,0,1274,1066,405,832,5,0,2312,733,359,368,0,0,1459,1518,536,304,0,3,2355,5230,916,209,4,3,6359,1040,214,140,0,0,1403,12226,3252,3138,21,15,18643
