SAL_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SAL50193,0,0,0,40,4,0,48,60,21,128
SAL50194,0,0,0,0,0,0,0,0,0,0
SAL50195,0,0,0,20,7,0,26,74,5,105
SAL50196,14,9,24,108,33,6,147,374,80,599
SAL50197,17,0,17,168,68,11,247,649,85,983
SAL50198,0,0,0,5,3,0,4,18,0,23
SAL50199,0,0,0,3,0,0,5,35,5,46
SAL50200,0,0,0,503,94,23,621,1318,404,2344
SAL50201,311,57,376,1458,628,36,2122,4128,287,6537
SAL50202,0,0,0,0,0,0,0,0,0,0
SAL50203,0,0,0,15,7,0,23,41,0,68
SAL50204,0,0,0,16,4,4,24,102,6,134
SAL50205,0,0,0,3,0,0,3,23,4,24
SAL50206,0,0,0,0,0,0,0,6,0,6
SAL50207,36,0,38,919,317,49,1281,2898,354,4527
SAL50208,0,0,0,0,0,0,0,4,0,0
SAL50209,0,0,0,9,3,0,14,27,0,37
SAL50210,133,48,179,463,290,18,778,2438,303,3520
SAL50211,0,0,0,6,0,0,9,0,0,13
SAL50212,0,0,0,0,0,0,0,13,11,19
SAL50213,0,0,0,14,0,0,16,27,9,45
SAL50214,3,0,3,13,4,0,16,22,0,40
SAL50215,0,0,0,5,0,0,8,21,0,28
SAL50216,0,0,0,0,0,0,0,0,0,0
SAL50217,3,0,9,179,36,7,220,334,38,589
SAL50218,0,0,0,0,0,0,0,9,0,11
SAL50219,0,0,0,5,0,0,5,16,311,339
SAL50220,0,0,0,0,0,0,0,3,0,3
SAL50221,10,0,8,824,307,26,1158,1961,84,3207
SAL50222,0,0,0,66,14,7,86,135,20,239
SAL50223,0,0,0,21,0,4,21,52,18,94
SAL50224,0,0,0,7,0,0,7,5,5,18
SAL50225,0,0,0,0,0,0,0,0,0,0
SAL50226,28,3,28,291,159,10,461,1874,203,2537
SAL50227,0,0,0,122,28,0,153,397,18,570
SAL50228,79,9,86,165,111,9,276,1232,152,1662
SAL50229,67,6,72,2573,701,117,3394,6340,546,10274
SAL50230,102,12,120,4277,1035,231,5541,7201,673,13418
SAL50231,15,7,25,860,244,67,1170,2600,648,4414
SAL50232,0,0,0,14,5,0,11,27,4,50
SAL50233,0,0,0,0,0,0,0,0,0,4
SAL50234,3,0,3,32,10,0,44,101,11,152
SAL50235,155,9,165,231,85,22,339,1245,98,1684
SAL50236,0,0,0,3,3,0,6,31,0,40
SAL50237,0,0,0,0,0,0,0,5,0,11
SAL50238,0,0,0,77,53,0,128,191,36,351
SAL50239,0,0,0,0,0,0,4,18,4,21
SAL50240,58,0,58,660,262,34,953,2339,240,3535
SAL50241,0,0,0,6,0,0,6,16,3,30
SAL50242,0,0,0,0,0,0,0,5,0,5
SAL50243,0,0,0,6,7,0,13,35,3,45
SAL50244,0,0,0,4,0,0,4,9,0,15
SAL50245,380,18,415,6400,1944,186,8526,17166,2113,27814
SAL50246,57,13,67,1011,212,15,1241,4026,540,5812
SAL50247,0,0,0,0,0,0,0,4,0,4
SAL50248,7,5,9,76,23,0,99,330,33,462
SAL50249,0,0,0,0,0,0,0,0,0,0
SAL50250,0,0,0,0,0,0,0,15,0,12
SAL50251,29,8,39,418,141,34,591,1333,153,2083
SAL50252,0,0,0,16,15,0,29,78,11,116
SAL50253,0,0,0,3,0,0,5,38,34,76
SAL50254,0,0,0,0,0,0,0,18,7,25
SAL50255,8,0,8,58,42,0,104,233,35,371
SAL50256,0,0,0,6,0,0,6,15,8,26
SAL50257,0,0,0,0,0,0,0,0,0,0
SAL50258,6,0,6,19,4,0,27,61,0,94
SAL50259,0,0,0,14,15,0,29,63,0,100
SAL50260,3,0,3,213,57,3,276,613,32,929
SAL50261,154,17,176,650,287,44,980,2928,374,4282
SAL50262,181,7,185,1438,664,65,2168,3416,167,5746
SAL50263,104,16,125,1026,283,28,1333,4023,417,5771
SAL50264,0,0,0,19,4,0,24,51,9,82
SAL50265,8,8,16,116,48,12,165,386,73,621
SAL50266,6,0,11,51,13,0,69,211,61,339
SAL50267,8,5,11,17,5,0,21,122,111,261
SAL50268,0,0,0,0,0,0,0,0,0,0
SAL50269,40,0,40,1396,484,65,1943,3475,213,5627
SAL50270,0,0,0,9,0,0,10,28,4,41
SAL50271,0,0,0,18,3,0,20,20,0,42
SAL50272,0,0,0,19,6,3,29,42,3,75
SAL50273,62,6,64,587,232,41,856,1959,322,3140
SAL50274,6,0,9,104,54,11,162,459,1241,1872
SAL50275,0,0,0,6,0,0,9,26,64,95
SAL50276,0,0,0,24,10,0,40,101,7,146
SAL50277,31,0,36,1617,364,43,2022,3230,275,5526
SAL50278,39,4,49,54,33,4,90,482,53,631
SAL50279,12,4,16,58,20,0,77,304,37,416
SAL50280,0,0,0,19,9,0,31,88,20,138
SAL50281,9,0,9,221,106,11,338,689,78,1109
SAL50282,0,0,0,0,0,0,3,14,0,20
SAL50283,0,0,0,11,8,0,11,40,3,56
SAL50284,0,0,0,12,6,0,15,82,15,110
SAL50285,0,0,4,17,14,0,29,56,10,92
SAL50286,3,0,3,9,3,0,13,38,8,59
SAL50287,0,0,0,17,12,0,29,20,9,52
SAL50288,0,0,0,4,0,0,7,29,7,38
SAL50289,0,0,0,14,4,0,14,29,3,41
SAL50290,24,0,24,285,111,17,414,1012,94,1517
SAL50291,9,3,9,166,57,10,234,548,61,848
SAL50292,0,0,0,11,0,0,11,13,0,21
SAL50293,54,8,61,705,255,14,976,1872,101,2949
SAL50294,296,12,319,1149,466,52,1675,3738,195,5601
SAL50295,4,0,4,37,22,4,59,197,21,280
SAL50296,402,49,452,1305,616,53,1980,5488,465,7932
SAL50297,64,3,71,2556,771,114,3443,6869,607,10922
SAL50298,0,0,0,0,0,0,0,4,0,5
SAL50299,0,0,0,0,0,0,0,4,3,8
SAL50300,0,0,0,0,0,0,0,0,0,0
SAL50301,179,20,197,1337,385,34,1757,4971,601,7333
SAL50302,0,0,0,10,0,0,11,25,0,36
SAL50303,0,0,0,0,0,0,0,0,0,0
SAL50304,6,0,6,165,61,8,234,1038,98,1369
SAL50305,0,0,0,0,0,0,0,5,13,15
SAL50306,3,0,3,0,5,0,3,33,0,36
SAL50307,0,0,0,16,4,0,23,61,3,81
SAL50308,0,0,0,3,0,0,3,4,5,17
SAL50309,15,6,14,228,89,0,321,641,579,1539
SAL50310,113,52,169,1023,508,68,1601,4045,567,6212
SAL50311,0,0,0,9,4,0,17,28,3,49
SAL50312,17,4,23,115,33,7,156,378,30,566
SAL50313,0,0,0,25,14,0,35,135,10,181
SAL50314,0,0,5,10,0,4,12,22,4,36
SAL50315,0,0,0,3,0,0,3,9,0,15
SAL50316,494,129,628,2008,856,72,2937,9166,746,12845
SAL50317,0,0,0,40,7,3,52,125,38,212
SAL50318,42,8,51,549,336,19,907,2053,132,3094
SAL50319,0,0,0,6,0,0,6,14,0,15
SAL50320,144,19,170,507,243,28,780,2540,297,3624
SAL50321,86,17,108,822,421,37,1275,2943,282,4500
SAL50322,9,0,12,97,30,0,131,334,35,502
SAL50323,0,0,0,6,0,0,6,16,9,30
SAL50324,72,26,96,869,282,54,1202,3259,322,4775
SAL50325,30,0,30,344,140,18,496,867,36,1395
SAL50326,0,0,0,0,3,0,0,0,8,9
SAL50327,4,0,4,66,38,0,110,412,131,647
SAL50328,0,0,0,0,0,0,0,12,4,13
SAL50329,115,48,164,883,469,49,1399,3678,456,5532
SAL50330,7,0,7,61,30,4,94,207,21,321
SAL50331,0,0,0,31,3,0,38,48,16,98
SAL50332,3,0,3,8,0,0,9,31,3,45
SAL50333,0,0,0,20,6,0,27,75,3,105
SAL50334,8,0,5,57,32,0,92,401,110,598
SAL50335,0,0,0,17,8,0,33,106,16,152
SAL50336,0,0,0,0,0,0,0,0,0,0
SAL50337,0,0,4,9,4,0,13,39,10,57
SAL50338,0,0,0,25,6,0,29,168,18,217
SAL50339,0,0,0,0,0,0,0,8,0,11
SAL50340,32,6,40,80,35,0,116,437,50,603
SAL50341,0,0,0,33,8,0,42,72,14,122
SAL50342,0,0,0,0,0,0,0,4,7,14
SAL50343,161,47,210,1235,662,49,1942,4241,349,6534
SAL50344,0,0,0,4,3,0,6,33,10,49
SAL50345,0,0,0,0,0,0,0,20,0,18
SAL50346,0,0,0,10,3,0,15,35,3,48
SAL50347,21,0,23,562,87,37,686,951,187,1827
SAL50348,0,0,0,3,0,0,3,11,0,16
SAL50349,0,0,0,6,0,0,6,27,3,30
SAL50350,53,13,68,1233,319,72,1620,3298,212,5135
SAL50351,3,0,3,6,5,0,13,21,0,35
SAL50352,3,3,4,67,22,4,92,253,41,393
SAL50353,51,0,52,295,165,5,467,3000,206,3671
SAL50354,7,0,7,33,21,5,58,145,30,232
SAL50355,0,0,0,19,4,0,24,92,6,130
SAL50356,0,0,0,13,3,0,12,65,7,87
SAL50357,7,0,7,57,23,0,85,265,29,384
SAL50358,0,0,0,5,0,0,7,7,0,17
SAL50359,0,0,0,0,0,0,0,110,24,135
SAL50360,0,0,0,0,0,0,0,12,4,23
SAL50361,0,0,0,0,0,0,0,28,3,37
SAL50362,0,0,0,0,0,0,0,10,0,12
SAL50363,0,0,0,15,3,0,22,54,68,139
SAL50364,23,3,24,123,50,3,176,447,53,673
SAL50365,0,0,0,4,9,0,17,31,9,55
SAL50366,0,0,0,0,3,0,7,9,0,19
SAL50367,61,0,67,1157,445,32,1634,3782,200,5618
SAL50368,0,0,0,19,10,0,26,90,18,133
SAL50369,0,0,0,3,4,0,10,7,3,25
SAL50370,0,0,0,0,4,0,3,17,10,32
SAL50371,15,0,17,291,90,6,388,854,40,1275
SAL50372,3,0,3,12,8,0,26,127,33,183
SAL50373,3,0,5,8,0,0,7,40,0,47
SAL50374,87,0,92,829,339,35,1203,2277,100,3583
SAL50375,22,0,25,124,51,4,186,344,111,638
SAL50376,39,7,48,2022,453,103,2575,4372,382,7327
SAL50377,3,0,3,30,10,0,30,72,13,127
SAL50378,0,0,0,282,52,10,345,469,112,928
SAL50379,0,0,0,0,0,0,0,0,0,0
SAL50380,0,0,7,132,102,29,260,391,96,752
SAL50381,0,0,0,12,0,0,12,9,0,15
SAL50382,0,0,0,37,13,0,48,179,20,252
SAL50383,4,0,4,3,0,0,3,16,14,30
SAL50384,49,5,54,1501,387,67,1954,3568,191,5711
SAL50385,0,0,0,0,0,0,0,14,0,15
SAL50386,11,0,11,96,37,7,149,305,18,467
SAL50387,7,0,10,89,41,9,131,391,43,569
SAL50388,11,3,12,41,18,4,59,209,33,303
SAL50389,13,0,10,259,135,20,418,792,50,1264
SAL50390,47,4,58,726,276,47,1046,1789,123,2960
SAL50391,0,0,0,3,4,0,9,27,7,35
SAL50392,0,0,0,3,0,0,3,10,0,9
SAL50393,0,0,0,0,0,0,3,18,5,29
SAL50394,0,0,0,3,0,0,6,11,0,15
SAL50395,0,0,0,0,0,0,0,11,3,8
SAL50396,51,12,63,1161,453,42,1650,3733,318,5701
SAL50397,6,0,6,1313,212,32,1555,2346,155,4057
SAL50398,0,0,0,5,6,0,11,10,6,25
SAL50399,0,0,0,44,11,3,62,160,34,251
SAL50400,3,0,3,182,50,9,241,453,53,745
SAL50401,0,0,0,12,0,0,12,38,9,53
SAL50402,0,0,0,17,0,5,26,41,0,73
SAL50403,3,5,8,86,25,6,114,504,121,731
SAL50404,96,8,108,374,129,30,533,1514,207,2255
SAL50405,23,7,24,300,170,47,517,1253,805,2572
SAL50406,0,0,0,4,0,0,4,10,0,12
SAL50407,0,0,0,13,3,0,15,47,10,71
SAL50408,0,0,0,3,4,0,5,15,5,26
SAL50409,762,48,815,3637,1402,111,5146,14404,901,20446
SAL50410,0,0,0,0,0,0,5,9,0,9
SAL50411,0,0,0,39,7,0,43,93,20,163
SAL50412,0,0,0,24,12,6,42,68,11,121
SAL50413,0,0,0,3,0,0,3,4,0,3
SAL50414,0,0,0,11,0,0,10,50,0,62
SAL50415,4,0,4,625,132,40,796,1241,378,2416
SAL50416,21,4,24,187,72,19,276,802,91,1170
SAL50417,0,0,0,13,5,0,13,17,6,41
SAL50418,0,0,0,0,0,0,0,5,0,5
SAL50419,94,6,100,431,161,29,618,1697,164,2478
SAL50420,0,0,0,7,0,0,6,16,8,39
SAL50421,0,0,0,8,0,0,9,45,17,70
SAL50422,0,0,0,0,0,0,0,0,0,0
SAL50423,145,14,164,1757,494,55,2304,4836,353,7496
SAL50424,4,0,10,52,38,6,96,228,27,351
SAL50425,0,0,0,11,4,5,15,16,4,40
SAL50426,10,0,12,332,102,23,456,679,78,1213
SAL50427,0,0,0,0,0,0,0,0,0,7
SAL50428,0,0,0,4,0,0,3,20,9,28
SAL50429,0,0,0,11,0,0,11,13,0,24
SAL50430,0,0,0,15,5,0,15,27,3,50
SAL50431,292,38,341,769,451,39,1260,4410,376,6056
SAL50432,0,0,0,5,0,0,9,16,0,23
SAL50433,0,0,0,0,4,0,9,15,26,42
SAL50434,0,0,0,0,0,0,0,12,8,24
SAL50435,6,0,6,27,13,0,41,143,44,228
SAL50436,5,0,5,22,23,0,44,125,10,175
SAL50437,6,0,0,40,16,5,58,142,50,246
SAL50438,293,20,314,3289,1219,151,4661,7480,384,12530
SAL50439,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,4,0,3
SAL50441,85,10,96,1218,349,54,1624,2961,425,5009
SAL50442,0,0,0,12,22,6,39,80,22,138
SAL50443,0,0,0,6,4,0,8,30,5,44
SAL50444,0,0,0,0,0,0,0,0,0,6
SAL50445,0,0,0,5,0,0,4,11,4,20
SAL50446,12,0,16,77,25,3,104,290,38,432
SAL50447,3,0,3,8,18,0,25,63,15,105
SAL50448,0,0,0,4,0,0,8,24,3,35
SAL50449,0,0,0,4,0,0,9,14,0,22
SAL50450,0,0,0,20,3,0,23,42,10,79
SAL50451,0,0,0,5,6,0,10,21,4,33
SAL50452,122,13,137,530,291,18,845,2402,196,3438
SAL50453,37,4,47,1183,267,35,1483,3334,327,5144
SAL50454,8,4,12,128,42,8,177,375,57,613
SAL50455,0,0,0,0,0,0,0,25,8,41
SAL50456,0,0,0,3,0,0,3,3,0,7
SAL50457,212,40,254,1329,575,72,1975,4167,299,6439
SAL50458,0,0,0,3,0,0,3,10,0,12
SAL50459,0,0,0,5,0,0,10,20,9,36
SAL50460,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,4,0,4,0,3,7
SAL50462,0,0,0,0,0,0,0,33,5,38
SAL50463,0,0,0,0,0,0,4,8,0,12
SAL50464,92,5,98,1042,439,27,1514,8283,1016,10809
SAL50465,0,0,0,39,22,0,57,110,5,175
SAL50466,0,0,0,0,0,0,0,17,6,18
SAL50467,11,0,9,6,17,0,27,207,59,289
SAL50468,102,10,110,1718,465,70,2252,5946,620,8826
SAL50469,0,0,0,0,0,0,0,18,7,18
SAL50470,0,0,0,5,0,0,5,16,5,28
SAL50471,0,0,3,17,10,4,28,66,24,119
SAL50472,214,79,292,1388,514,91,1989,4500,528,7017
SAL50473,53,9,65,578,252,22,856,1990,182,3028
SAL50474,63,32,97,844,354,30,1228,2351,182,3766
SAL50475,0,0,0,11,0,0,11,20,25,48
SAL50476,0,0,0,915,175,34,1122,1375,171,2667
SAL50477,0,0,0,9,0,0,7,97,0,111
SAL50478,0,0,0,4,5,0,5,11,9,22
SAL50479,0,0,0,0,0,0,3,4,0,4
SAL50480,0,0,0,21,16,0,30,64,11,106
SAL50481,0,0,0,50,21,0,73,207,24,303
SAL50482,310,33,349,4990,1168,215,6379,10709,1110,18190
SAL50483,0,0,0,4,0,0,7,16,5,25
SAL50484,128,3,135,608,156,27,785,2030,167,2981
SAL50485,0,0,0,0,0,0,0,10,0,8
SAL50486,41,3,49,13,20,0,35,216,22,276
SAL50487,0,0,0,12,9,0,23,92,17,136
SAL50488,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,6,0,3
SAL50490,0,0,0,0,0,0,3,0,0,3
SAL50491,242,18,264,536,294,22,855,3712,242,4814
SAL50492,140,12,154,227,103,15,341,1274,189,1804
SAL50493,0,0,0,0,0,0,0,0,0,0
SAL50494,0,0,0,4,0,0,4,24,3,30
SAL50495,0,0,0,0,0,0,0,0,0,0
SAL50496,0,0,0,0,0,0,4,18,0,21
SAL50497,13,3,17,450,101,33,584,1492,218,2291
SAL50498,0,0,0,4,0,0,4,33,12,44
SAL50499,0,0,0,5,4,0,10,30,5,44
SAL50500,123,3,133,681,332,35,1057,3429,256,4745
SAL50501,0,0,3,33,19,0,53,134,19,201
SAL50502,84,72,159,700,269,36,998,2454,274,3728
SAL50503,0,0,0,0,0,0,6,4,0,9
SAL50504,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0
SAL50507,0,0,0,0,0,0,0,3,0,4
SAL50508,9,0,9,164,115,21,302,535,100,941
SAL50509,0,0,0,0,0,0,0,0,0,0
SAL50510,151,12,172,1779,608,76,2464,4105,164,6739
SAL50511,0,0,0,0,0,0,0,0,0,0
SAL50512,3,0,3,29,14,7,48,151,20,217
SAL50513,0,0,0,5,12,0,15,41,71,136
SAL50514,0,0,0,0,0,0,0,3,0,3
SAL50515,0,0,0,6,0,0,11,25,0,33
SAL50516,0,0,0,5,0,0,5,16,0,28
SAL50517,8,0,12,165,77,3,246,526,56,828
SAL50518,237,26,267,2192,766,114,3069,6988,631,10687
SAL50519,0,0,0,16,5,0,23,159,7,190
SAL50520,5,0,3,64,3,4,73,195,28,297
SAL50521,0,0,0,0,0,0,0,21,12,43
SAL50522,155,10,166,1054,584,53,1692,5834,741,8265
SAL50523,28,6,34,90,76,6,163,683,111,957
SAL50524,0,0,0,0,0,0,0,8,0,8
SAL50525,9,6,8,90,54,4,149,456,46,653
SAL50526,5,0,5,5,7,0,11,33,0,39
SAL50527,0,0,3,22,3,0,32,47,3,85
SAL50528,0,0,0,13,0,0,14,52,109,172
SAL50529,0,0,0,3,5,0,9,354,407,770
SAL50530,0,0,0,6,9,0,17,35,5,51
SAL50531,0,0,0,12,8,8,30,30,5,59
SAL50532,0,0,0,0,0,0,0,9,0,9
SAL50533,17,0,19,349,157,27,526,1241,77,1845
SAL50534,60,5,73,449,211,20,679,2171,232,3081
SAL50535,0,0,0,10,4,0,11,45,8,64
SAL50536,181,46,232,326,159,20,510,1979,300,2792
SAL50537,0,0,0,6,0,0,6,9,0,14
SAL50538,0,0,0,3,3,5,14,23,16,50
SAL50539,5,0,6,57,15,0,75,194,44,312
SAL50540,0,0,0,29,57,15,92,102,4,207
SAL50541,0,0,0,0,0,0,0,0,4,4
SAL50542,34,4,37,446,184,23,651,1559,174,2385
SAL50543,0,0,0,17,10,0,22,35,9,65
SAL50544,0,0,0,4,0,0,7,7,0,15
SAL50545,0,0,0,8,4,0,13,25,10,39
SAL50546,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0
SAL50548,14,0,13,154,43,13,214,432,48,686
SAL50549,0,0,0,3,0,0,3,18,5,29
SAL50550,87,6,98,1267,449,43,1755,4916,481,7154
SAL50551,12,0,14,172,82,18,270,544,46,865
SAL50552,47,5,56,456,211,25,685,1496,113,2296
SAL50553,25,0,26,581,172,36,784,1531,127,2441
SAL50554,0,0,0,6,6,0,9,22,12,39
SAL50555,0,0,0,6,0,0,6,14,0,20
SAL50556,62,0,68,342,83,8,443,1698,135,2269
SAL50557,18,0,21,184,66,6,259,468,38,764
SAL50558,0,0,0,14,8,0,21,65,3,87
SAL50559,3,0,0,19,8,4,22,45,0,78
SAL50560,0,0,0,3,0,0,5,26,4,36
SAL50561,32,0,32,136,114,5,250,890,52,1190
SAL50562,3,0,3,100,35,5,137,228,61,420
SAL50563,0,0,0,0,0,0,0,5,0,5
SAL50564,8,0,12,91,31,9,130,266,40,449
SAL50565,0,0,0,7,3,0,10,12,0,25
SAL50566,18,0,15,1150,271,73,1489,2494,263,4240
SAL50567,3,4,10,26,19,0,44,180,13,232
SAL50568,0,0,0,0,0,0,3,19,3,28
SAL50569,20,6,20,62,18,3,86,272,74,433
SAL50570,0,0,0,3,0,0,3,16,0,20
SAL50571,74,0,75,524,288,28,833,1855,84,2780
SAL50572,0,0,0,9,0,0,7,10,7,21
SAL50573,0,0,0,0,0,0,0,0,0,0
SAL50574,454,123,584,3217,1106,147,4471,11088,1280,16835
SAL50575,8,0,8,29,8,3,43,141,22,201
SAL50576,0,0,0,4,0,0,3,23,8,33
SAL50577,0,0,0,22,4,0,28,59,6,92
SAL50578,0,0,0,19,12,0,26,99,10,142
SAL50579,4,0,10,23,14,4,32,224,13,276
SAL50580,0,0,0,12,3,0,19,22,4,48
SAL50581,0,0,0,11,0,0,15,32,0,51
SAL50582,7,0,7,51,21,8,78,206,25,308
SAL50583,372,129,506,1257,550,85,1887,5643,641,8166
SAL50584,0,0,0,11,0,0,12,18,0,35
SAL50585,39,78,123,372,193,30,594,1384,228,2210
SAL50586,0,0,0,59,19,0,74,167,37,281
SAL50587,89,8,100,1775,763,110,2651,4922,330,7902
SAL50588,0,0,0,8,0,0,8,7,3,14
SAL50589,0,0,0,3,0,0,3,48,0,50
SAL50590,0,0,0,0,0,0,0,8,0,5
SAL50591,0,0,0,21,19,28,66,35,3,108
SAL50592,0,0,0,0,0,0,0,0,0,0
SAL50593,0,0,5,16,12,0,26,98,16,137
SAL50594,68,30,96,309,110,12,431,1187,114,1732
SAL50595,0,0,0,0,0,0,4,0,4,5
SAL50596,0,0,0,11,0,0,11,6,0,24
SAL50597,0,0,0,15,0,0,15,14,0,27
SAL50598,0,0,0,19,10,0,23,33,4,67
SAL50599,218,68,292,1110,337,48,1490,2551,209,4253
SAL50600,0,0,0,14,9,0,16,16,5,38
SAL50601,0,0,0,7,5,0,13,33,3,46
SAL50602,0,3,3,133,117,27,272,693,208,1171
SAL50603,253,57,317,2222,980,107,3303,7872,698,11870
SAL50604,0,0,0,46,22,0,69,146,21,237
SAL50605,0,0,0,4,4,0,4,39,7,49
SAL50606,0,0,0,0,0,0,4,12,3,22
SAL50607,69,3,70,983,359,50,1387,2657,142,4186
SAL50608,0,0,0,12,7,0,19,46,128,188
SAL50609,247,70,320,1645,578,111,2327,6495,774,9600
SAL50610,12,0,15,1725,297,84,2109,2724,211,5048
SAL50611,15,0,13,513,111,25,644,1060,101,1804
SAL50612,0,0,0,9,7,0,19,57,10,86
SAL50613,23,0,29,3111,495,91,3700,4315,269,8281
SAL50614,0,0,0,15,7,0,17,21,3,42
SAL50615,121,14,138,463,207,20,692,1984,179,2858
SAL50616,0,0,0,3,0,0,7,22,0,33
SAL50617,0,0,0,0,0,0,0,0,0,0
SAL50618,4,0,4,74,29,6,109,263,39,413
SAL50619,0,0,3,539,84,29,654,1028,67,1751
SAL50620,21,0,27,112,67,3,185,562,71,821
SAL50621,0,0,0,12,4,3,21,37,9,66
SAL50622,60,13,71,1274,414,72,1764,3446,278,5487
SAL50623,60,4,65,707,307,33,1045,2223,138,3408
SAL50624,0,0,0,6,0,0,4,20,3,29
SAL50625,24,0,24,387,207,22,615,1336,84,2035
SAL50626,0,0,0,20,19,0,33,75,6,116
SAL50627,0,0,0,0,0,0,0,0,0,0
SAL50628,24,0,28,235,102,15,348,863,71,1286
SAL50629,4,0,4,47,24,6,77,290,15,377
SAL50630,0,0,0,19,0,0,24,53,7,80
SAL50631,0,0,0,28,7,0,32,52,3,88
SAL50632,0,0,0,0,0,0,0,19,0,19
SAL50633,215,29,246,2128,742,91,2954,6400,528,9883
SAL50634,0,0,0,39,15,0,57,129,14,203
SAL50635,20,0,22,226,108,11,342,1613,159,2113
SAL50636,4,0,3,914,204,47,1159,1687,165,3014
SAL50637,0,0,0,15,5,0,31,57,5,86
SAL50638,153,4,162,1940,987,95,3027,5889,284,9198
SAL50639,32,0,32,252,115,14,381,994,105,1477
SAL50640,0,0,0,12,7,0,18,32,12,57
SAL50641,99,78,175,764,192,53,1009,2155,338,3503
SAL50642,0,0,0,9,0,0,11,27,3,37
SAL50643,0,0,0,5,0,0,4,42,7,57
SAL50644,4,0,4,14,0,0,21,39,0,58
SAL50645,31,0,30,1455,355,65,1875,3262,226,5363
SAL50646,0,0,0,12,12,0,23,92,10,123
SAL50647,3,0,3,0,0,0,4,20,0,29
SAL50648,0,0,0,0,0,0,0,0,0,4
SAL50649,0,0,0,0,0,0,0,5,0,8
SAL50650,0,0,0,10,0,0,11,20,5,37
SAL50651,0,0,0,0,0,0,0,12,8,22
SAL50652,0,0,0,6,3,0,8,35,0,43
SAL50653,4,0,4,50,21,0,78,162,16,255
SAL50654,12,6,16,156,29,10,194,607,96,903
SAL50655,4,0,5,15,15,4,31,90,8,129
SAL50656,0,0,0,0,0,0,0,0,0,0
SAL50657,5,0,5,90,49,4,149,422,45,606
SAL50658,0,0,0,13,9,0,18,72,5,97
SAL50659,0,0,0,13,0,0,15,18,0,33
SAL50660,0,0,0,6,0,0,8,11,5,22
SAL50661,67,6,72,1708,542,85,2337,4332,324,6988
SAL50662,6,5,14,53,19,4,79,185,46,310
SAL50663,0,0,0,4,0,0,4,8,0,8
SAL50664,43,6,50,960,474,37,1469,3125,142,4737
SAL50665,0,0,0,0,0,0,0,12,0,16
SAL50666,0,0,0,4,0,0,4,14,0,15
SAL50667,0,0,0,4,0,0,4,14,0,17
SAL50668,95,27,125,987,314,41,1339,3290,272,4901
SAL50669,0,0,0,0,3,0,3,7,0,13
SAL50670,217,111,329,1446,437,42,1921,5680,639,8245
SAL50671,0,0,0,0,0,0,0,3,3,4
SAL50672,0,0,3,17,13,0,25,48,9,81
SAL50673,0,0,0,17,32,4,53,34,19,107
SAL50674,0,0,0,6,0,0,9,45,9,58
SAL50675,0,0,0,0,0,0,0,0,0,0
SAL50676,0,0,0,11,0,0,15,32,7,49
SAL50677,0,0,0,4,8,0,13,32,0,45
SAL50678,0,0,0,21,0,0,25,17,10,47
SAL50679,3,0,3,11,8,0,21,97,29,144
SAL50680,0,0,0,12,0,0,12,18,6,30
SAL50681,0,0,0,33,25,0,66,182,9,257
SAL50682,32,0,33,403,201,21,626,1448,70,2144
SAL50683,28,0,32,661,262,28,947,1951,109,3005
SAL50684,0,0,4,26,3,0,29,97,0,121
SAL50685,0,0,0,3,0,0,9,16,0,24
SAL50686,16,0,16,197,79,11,284,589,64,941
SAL50687,0,0,0,0,0,0,0,6,0,10
SAL50688,0,0,0,24,10,0,37,83,11,124
SAL50689,0,0,0,12,5,0,14,25,3,47
SAL50690,0,0,0,15,3,0,20,30,7,55
SAL50691,6,0,6,27,9,0,30,101,29,162
SAL50692,0,0,0,59,19,4,84,142,42,266
SAL50693,0,0,4,4,0,0,4,12,3,27
SAL50694,0,0,0,22,70,30,118,72,4,201
SAL50695,0,0,0,4,0,0,6,28,3,37
SAL50696,7,0,7,733,281,35,1055,2055,132,3236
SAL50697,0,0,0,15,3,0,13,31,7,58
SAL50698,0,0,0,26,8,0,31,61,9,108
SAL50699,0,0,0,15,4,0,18,30,0,44
SAL50700,142,11,149,143,107,10,260,1021,59,1344
SAL50701,207,36,246,1212,570,36,1818,5653,523,7995
SAL50702,157,13,173,824,240,44,1114,3174,243,4531
SAL50703,6,0,8,38,17,0,52,251,55,358
SAL50704,0,0,0,0,0,0,0,0,0,4
SAL50705,33,6,36,217,89,13,318,1224,167,1710
SAL50706,0,0,0,5,0,0,9,17,7,28
SAL50707,260,21,284,1044,634,51,1726,4029,250,6011
SAL50708,0,0,0,19,7,0,28,70,21,124
SAL50709,25,4,27,152,70,0,225,875,195,1293
